2020-03-18 03:11:34,841 [INFO   ] [APP] teamj started with arguments={run.py}
2020-03-18 03:11:40,888 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:40,910 [INFO   ] [TRADER] Order 11 filled (19 / 30)
2020-03-18 03:11:40,911 [INFO   ] [TRADER] Position changed to ETF: 10, FUTURE: -10
2020-03-18 03:11:40,911 [INFO   ] [TRADER] Order 11 filled (27 / 30)
2020-03-18 03:11:40,911 [INFO   ] [TRADER] Position changed to ETF: 18, FUTURE: -18
2020-03-18 03:11:40,914 [INFO   ] [TRADER] Quoting bid price 3576 (Existing 3577)
2020-03-18 03:11:40,914 [INFO   ] [TRADER] placing bid
2020-03-18 03:11:40,914 [INFO   ] [TRADER] Cancelling 11
2020-03-18 03:11:40,914 [INFO   ] [TRADER] (id: 13) Placing  bid 30 lots for $3576
2020-03-18 03:11:40,914 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:40,915 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:40,915 [INFO   ] [TRADER] Order 11 filled (27 / 27)
2020-03-18 03:11:40,915 [INFO   ] [TRADER] Order 13 placed
2020-03-18 03:11:41,011 [INFO   ] [TRADER] Order 12 filled (10 / 30)
2020-03-18 03:11:41,011 [INFO   ] [TRADER] Position changed to ETF: 8, FUTURE: -8
2020-03-18 03:11:41,011 [INFO   ] [TRADER] Order 12 filled (13 / 30)
2020-03-18 03:11:41,011 [INFO   ] [TRADER] Position changed to ETF: 5, FUTURE: -5
2020-03-18 03:11:41,011 [INFO   ] [TRADER] Quoting bid price 3576 (Existing 3576)
2020-03-18 03:11:41,011 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:41,011 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:41,011 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:41,023 [INFO   ] [TRADER] Order 12 filled (19 / 30)
2020-03-18 03:11:41,023 [INFO   ] [TRADER] Position changed to ETF: -1, FUTURE: 1
2020-03-18 03:11:41,023 [INFO   ] [TRADER] Order 12 filled (30 / 30)
2020-03-18 03:11:41,024 [INFO   ] [TRADER] Position changed to ETF: -12, FUTURE: 12
2020-03-18 03:11:41,024 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3576)
2020-03-18 03:11:41,024 [INFO   ] [TRADER] Bid crosses ask
2020-03-18 03:11:41,024 [INFO   ] [TRADER] placing bid
2020-03-18 03:11:41,024 [INFO   ] [TRADER] Cancelling 13
2020-03-18 03:11:41,024 [INFO   ] [TRADER] (id: 14) Placing  bid 30 lots for $3577
2020-03-18 03:11:41,024 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 0)
2020-03-18 03:11:41,024 [INFO   ] [TRADER] placing ask
2020-03-18 03:11:41,024 [INFO   ] [TRADER] (id: 15) Placing  ask 30 lots for $3578
2020-03-18 03:11:41,024 [INFO   ] [TRADER] Order 13 cancelled
2020-03-18 03:11:41,024 [INFO   ] [TRADER] Order 14 placed
2020-03-18 03:11:41,025 [INFO   ] [TRADER] Order 15 placed
2020-03-18 03:11:41,148 [INFO   ] [TRADER] Order 14 filled (2 / 30)
2020-03-18 03:11:41,149 [INFO   ] [TRADER] Position changed to ETF: -10, FUTURE: 10
2020-03-18 03:11:41,149 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:41,149 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:41,149 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:41,149 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:41,173 [INFO   ] [TRADER] Order 14 filled (17 / 30)
2020-03-18 03:11:41,173 [INFO   ] [TRADER] Position changed to ETF: 5, FUTURE: -5
2020-03-18 03:11:41,173 [INFO   ] [TRADER] Order 14 filled (19 / 30)
2020-03-18 03:11:41,174 [INFO   ] [TRADER] Position changed to ETF: 7, FUTURE: -7
2020-03-18 03:11:41,175 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:41,175 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:41,175 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:41,175 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:41,186 [INFO   ] [TRADER] Order 14 filled (22 / 30)
2020-03-18 03:11:41,187 [INFO   ] [TRADER] Position changed to ETF: 10, FUTURE: -10
2020-03-18 03:11:41,187 [INFO   ] [TRADER] Order 14 filled (25 / 30)
2020-03-18 03:11:41,187 [INFO   ] [TRADER] Position changed to ETF: 13, FUTURE: -13
2020-03-18 03:11:41,188 [INFO   ] [TRADER] Quoting bid price 3576 (Existing 3577)
2020-03-18 03:11:41,188 [INFO   ] [TRADER] placing bid
2020-03-18 03:11:41,188 [INFO   ] [TRADER] Cancelling 14
2020-03-18 03:11:41,189 [INFO   ] [TRADER] (id: 16) Placing  bid 30 lots for $3576
2020-03-18 03:11:41,189 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:41,189 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:41,190 [INFO   ] [TRADER] Order 14 filled (25 / 25)
2020-03-18 03:11:41,190 [INFO   ] [TRADER] Order 16 placed
2020-03-18 03:11:41,326 [INFO   ] [TRADER] Order 15 filled (1 / 30)
2020-03-18 03:11:41,327 [INFO   ] [TRADER] Position changed to ETF: 12, FUTURE: -12
2020-03-18 03:11:41,335 [INFO   ] [TRADER] Order 15 filled (4 / 30)
2020-03-18 03:11:41,336 [INFO   ] [TRADER] Position changed to ETF: 9, FUTURE: -9
2020-03-18 03:11:41,336 [INFO   ] [TRADER] Order 15 filled (8 / 30)
2020-03-18 03:11:41,336 [INFO   ] [TRADER] Position changed to ETF: 5, FUTURE: -5
2020-03-18 03:11:41,337 [INFO   ] [TRADER] Quoting bid price 3576 (Existing 3576)
2020-03-18 03:11:41,337 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:41,337 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:41,337 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:41,350 [INFO   ] [TRADER] Order 15 filled (18 / 30)
2020-03-18 03:11:41,350 [INFO   ] [TRADER] Position changed to ETF: -5, FUTURE: 5
2020-03-18 03:11:41,357 [INFO   ] [TRADER] Quoting bid price 3576 (Existing 3576)
2020-03-18 03:11:41,357 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:41,358 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:41,358 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:41,361 [INFO   ] [TRADER] Order 15 filled (23 / 30)
2020-03-18 03:11:41,361 [INFO   ] [TRADER] Position changed to ETF: -10, FUTURE: 10
2020-03-18 03:11:41,369 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3576)
2020-03-18 03:11:41,369 [INFO   ] [TRADER] placing bid
2020-03-18 03:11:41,369 [INFO   ] [TRADER] Cancelling 16
2020-03-18 03:11:41,369 [INFO   ] [TRADER] (id: 17) Placing  bid 30 lots for $3577
2020-03-18 03:11:41,370 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:41,370 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:41,370 [INFO   ] [TRADER] Order 16 cancelled
2020-03-18 03:11:41,372 [INFO   ] [TRADER] Order 17 placed
2020-03-18 03:11:41,386 [INFO   ] [TRADER] Order 15 filled (27 / 30)
2020-03-18 03:11:41,386 [INFO   ] [TRADER] Position changed to ETF: -14, FUTURE: 14
2020-03-18 03:11:41,388 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:41,388 [INFO   ] [TRADER] Same price as existing bid
2020-03-18 03:11:41,388 [INFO   ] [TRADER] Quoting ask price 3578 (Existing 3578)
2020-03-18 03:11:41,388 [INFO   ] [TRADER] Same price as existing ask
2020-03-18 03:11:41,399 [INFO   ] [TRADER] Order 15 filled (28 / 30)
2020-03-18 03:11:41,400 [INFO   ] [TRADER] Position changed to ETF: -15, FUTURE: 15
2020-03-18 03:11:41,400 [INFO   ] [TRADER] Order 15 filled (30 / 30)
2020-03-18 03:11:41,401 [INFO   ] [TRADER] Position changed to ETF: -17, FUTURE: 17
2020-03-18 03:11:41,402 [INFO   ] [TRADER] Quoting bid price 3577 (Existing 3577)
2020-03-18 03:11:41,402 [INFO   ] [TRADER] Bid crosses ask
