Time,bid,ask
4.216999999999825377e+01,4.005000000000000000e+03,4.006000000000000000e+03
4.217100000000209548e+01,4.004000000000000000e+03,4.007000000000000000e+03
4.342100000000209548e+01,4.005000000000000000e+03,4.006000000000000000e+03
4.342100000000209548e+01,4.004000000000000000e+03,4.007000000000000000e+03
4.466999999999825377e+01,4.005000000000000000e+03,4.006000000000000000e+03
4.467100000000209548e+01,4.004000000000000000e+03,4.007000000000000000e+03
4.591999999999825377e+01,4.005000000000000000e+03,4.006000000000000000e+03
4.591999999999825377e+01,4.004000000000000000e+03,4.007000000000000000e+03
4.717100000000209548e+01,4.004000000000000000e+03,4.007000000000000000e+03
4.717100000000209548e+01,4.005000000000000000e+03,4.006000000000000000e+03
4.842100000000209548e+01,4.005000000000000000e+03,4.006000000000000000e+03
4.842100000000209548e+01,4.004000000000000000e+03,4.007000000000000000e+03
4.991999999999825377e+01,4.005000000000000000e+03,4.006000000000000000e+03
4.992100000000209548e+01,4.004000000000000000e+03,4.007000000000000000e+03
5.117100000000209548e+01,4.005000000000000000e+03,4.006000000000000000e+03
5.117100000000209548e+01,4.004000000000000000e+03,4.007000000000000000e+03
5.242200000000593718e+01,4.006000000000000000e+03,4.007000000000000000e+03
5.242200000000593718e+01,4.005000000000000000e+03,4.008000000000000000e+03
5.392100000000209548e+01,4.006000000000000000e+03,4.007000000000000000e+03
5.392100000000209548e+01,4.005000000000000000e+03,4.008000000000000000e+03
5.517100000000209548e+01,4.006000000000000000e+03,4.007000000000000000e+03
5.517100000000209548e+01,4.005000000000000000e+03,4.008000000000000000e+03
5.667100000000209548e+01,4.004000000000000000e+03,4.007000000000000000e+03
5.667100000000209548e+01,4.005000000000000000e+03,4.006000000000000000e+03
5.817100000000209548e+01,4.005000000000000000e+03,4.006000000000000000e+03
5.817100000000209548e+01,4.004000000000000000e+03,4.007000000000000000e+03
5.967100000000209548e+01,4.005000000000000000e+03,4.006000000000000000e+03
5.967100000000209548e+01,4.004000000000000000e+03,4.007000000000000000e+03
6.117200000000593718e+01,4.005000000000000000e+03,4.006000000000000000e+03
6.117200000000593718e+01,4.004000000000000000e+03,4.007000000000000000e+03
6.242100000000209548e+01,4.006000000000000000e+03,4.007000000000000000e+03
6.242100000000209548e+01,4.005000000000000000e+03,4.008000000000000000e+03
6.391999999999825377e+01,4.006000000000000000e+03,4.007000000000000000e+03
6.392100000000209548e+01,4.005000000000000000e+03,4.008000000000000000e+03
6.517100000000209548e+01,4.008000000000000000e+03,4.011000000000000000e+03
6.517100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
6.667100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
6.667100000000209548e+01,4.008000000000000000e+03,4.011000000000000000e+03
6.817100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
6.817100000000209548e+01,4.008000000000000000e+03,4.011000000000000000e+03
6.942100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
6.942100000000209548e+01,4.008000000000000000e+03,4.011000000000000000e+03
7.092100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
7.092100000000209548e+01,4.008000000000000000e+03,4.011000000000000000e+03
7.217100000000209548e+01,4.010000000000000000e+03,4.011000000000000000e+03
7.217100000000209548e+01,4.009000000000000000e+03,4.012000000000000000e+03
7.367100000000209548e+01,4.010000000000000000e+03,4.011000000000000000e+03
7.367100000000209548e+01,4.009000000000000000e+03,4.012000000000000000e+03
7.492100000000209548e+01,4.009000000000000000e+03,4.012000000000000000e+03
7.492100000000209548e+01,4.010000000000000000e+03,4.011000000000000000e+03
7.617200000000593718e+01,4.009000000000000000e+03,4.012000000000000000e+03
7.617200000000593718e+01,4.010000000000000000e+03,4.011000000000000000e+03
7.742100000000209548e+01,4.010000000000000000e+03,4.011000000000000000e+03
7.742100000000209548e+01,4.009000000000000000e+03,4.012000000000000000e+03
7.867100000000209548e+01,4.010000000000000000e+03,4.011000000000000000e+03
7.867100000000209548e+01,4.009000000000000000e+03,4.012000000000000000e+03
7.992100000000209548e+01,4.010000000000000000e+03,4.011000000000000000e+03
7.992100000000209548e+01,4.009000000000000000e+03,4.012000000000000000e+03
8.142100000000209548e+01,4.010000000000000000e+03,4.011000000000000000e+03
8.142100000000209548e+01,4.009000000000000000e+03,4.012000000000000000e+03
8.292299999999522697e+01,4.010000000000000000e+03,4.011000000000000000e+03
8.292299999999522697e+01,4.009000000000000000e+03,4.012000000000000000e+03
8.442200000000593718e+01,4.010000000000000000e+03,4.011000000000000000e+03
8.442200000000593718e+01,4.009000000000000000e+03,4.012000000000000000e+03
8.592100000000209548e+01,4.008000000000000000e+03,4.011000000000000000e+03
8.592100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
8.742100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
8.742100000000209548e+01,4.008000000000000000e+03,4.011000000000000000e+03
8.867100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
8.867100000000209548e+01,4.008000000000000000e+03,4.011000000000000000e+03
9.017100000000209548e+01,4.007000000000000000e+03,4.008000000000000000e+03
9.017100000000209548e+01,4.006000000000000000e+03,4.009000000000000000e+03
9.167100000000209548e+01,4.007000000000000000e+03,4.008000000000000000e+03
9.167100000000209548e+01,4.006000000000000000e+03,4.009000000000000000e+03
9.292100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
9.292100000000209548e+01,4.008000000000000000e+03,4.011000000000000000e+03
9.442100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
9.442100000000209548e+01,4.008000000000000000e+03,4.011000000000000000e+03
9.592100000000209548e+01,4.008000000000000000e+03,4.011000000000000000e+03
9.592100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
9.742100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
9.742100000000209548e+01,4.008000000000000000e+03,4.011000000000000000e+03
9.867100000000209548e+01,4.009000000000000000e+03,4.010000000000000000e+03
9.867200000000593718e+01,4.008000000000000000e+03,4.011000000000000000e+03
1.001710000000020955e+02,4.008000000000000000e+03,4.009000000000000000e+03
1.001710000000020955e+02,4.007000000000000000e+03,4.010000000000000000e+03
1.016710000000020955e+02,4.007000000000000000e+03,4.008000000000000000e+03
1.016710000000020955e+02,4.006000000000000000e+03,4.009000000000000000e+03
1.031710000000020955e+02,4.007000000000000000e+03,4.008000000000000000e+03
1.031710000000020955e+02,4.006000000000000000e+03,4.009000000000000000e+03
1.046710000000020955e+02,4.006000000000000000e+03,4.009000000000000000e+03
1.046710000000020955e+02,4.007000000000000000e+03,4.008000000000000000e+03
1.061710000000020955e+02,4.006000000000000000e+03,4.009000000000000000e+03
1.061710000000020955e+02,4.007000000000000000e+03,4.008000000000000000e+03
1.076710000000020955e+02,4.007000000000000000e+03,4.008000000000000000e+03
1.076710000000020955e+02,4.006000000000000000e+03,4.009000000000000000e+03
1.091710000000020955e+02,4.006000000000000000e+03,4.007000000000000000e+03
1.091710000000020955e+02,4.005000000000000000e+03,4.008000000000000000e+03
1.106710000000020955e+02,4.006000000000000000e+03,4.007000000000000000e+03
1.106710000000020955e+02,4.005000000000000000e+03,4.008000000000000000e+03
1.121710000000020955e+02,4.006000000000000000e+03,4.007000000000000000e+03
1.121710000000020955e+02,4.005000000000000000e+03,4.008000000000000000e+03
1.134210000000020955e+02,4.006000000000000000e+03,4.007000000000000000e+03
1.134210000000020955e+02,4.005000000000000000e+03,4.008000000000000000e+03
1.146710000000020955e+02,4.005000000000000000e+03,4.008000000000000000e+03
1.146710000000020955e+02,4.006000000000000000e+03,4.007000000000000000e+03
1.159199999999982538e+02,4.005000000000000000e+03,4.008000000000000000e+03
1.159199999999982538e+02,4.006000000000000000e+03,4.007000000000000000e+03
1.171710000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.171710000000020955e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.186710000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.186710000000020955e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.199210000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.199210000000020955e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.211710000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.211710000000020955e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.224210000000020955e+02,4.004000000000000000e+03,4.005000000000000000e+03
1.224210000000020955e+02,4.003000000000000000e+03,4.006000000000000000e+03
1.239210000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.239220000000059372e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.254210000000020955e+02,4.003000000000000000e+03,4.006000000000000000e+03
1.254210000000020955e+02,4.004000000000000000e+03,4.005000000000000000e+03
1.269210000000020955e+02,4.003000000000000000e+03,4.004000000000000000e+03
1.269210000000020955e+02,4.002000000000000000e+03,4.005000000000000000e+03
1.284210000000020955e+02,4.003000000000000000e+03,4.004000000000000000e+03
1.284210000000020955e+02,4.002000000000000000e+03,4.005000000000000000e+03
1.299199999999982538e+02,4.004000000000000000e+03,4.005000000000000000e+03
1.299199999999982538e+02,4.003000000000000000e+03,4.006000000000000000e+03
1.314210000000020955e+02,4.004000000000000000e+03,4.005000000000000000e+03
1.314210000000020955e+02,4.003000000000000000e+03,4.006000000000000000e+03
1.329210000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.329210000000020955e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.341710000000020955e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.341710000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.354210000000020955e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.354210000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.366720000000059372e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.366720000000059372e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.381710000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.381710000000020955e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.394210000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.394210000000020955e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.409210000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.409210000000020955e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.421710000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.421720000000059372e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.436720000000059372e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.436720000000059372e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.451710000000020955e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.451710000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.466710000000020955e+02,4.005000000000000000e+03,4.006000000000000000e+03
1.466710000000020955e+02,4.004000000000000000e+03,4.007000000000000000e+03
1.481710000000020955e+02,4.004000000000000000e+03,4.005000000000000000e+03
1.481710000000020955e+02,4.003000000000000000e+03,4.006000000000000000e+03
1.496699999999982538e+02,4.004000000000000000e+03,4.005000000000000000e+03
1.496710000000020955e+02,4.003000000000000000e+03,4.006000000000000000e+03
1.509229999999952270e+02,4.002000000000000000e+03,4.003000000000000000e+03
1.509229999999952270e+02,4.001000000000000000e+03,4.004000000000000000e+03
1.521710000000020955e+02,4.007000000000000000e+03,4.008000000000000000e+03
1.521710000000020955e+02,4.006000000000000000e+03,4.009000000000000000e+03
1.536720000000059372e+02,4.007000000000000000e+03,4.010000000000000000e+03
1.536720000000059372e+02,4.008000000000000000e+03,4.009000000000000000e+03
1.551710000000020955e+02,4.008000000000000000e+03,4.009000000000000000e+03
1.551710000000020955e+02,4.007000000000000000e+03,4.010000000000000000e+03
1.566710000000020955e+02,4.008000000000000000e+03,4.009000000000000000e+03
1.566710000000020955e+02,4.007000000000000000e+03,4.010000000000000000e+03
1.581729999999952270e+02,4.007000000000000000e+03,4.008000000000000000e+03
1.581729999999952270e+02,4.006000000000000000e+03,4.009000000000000000e+03
1.594210000000020955e+02,4.008000000000000000e+03,4.009000000000000000e+03
1.594210000000020955e+02,4.007000000000000000e+03,4.010000000000000000e+03
1.606710000000020955e+02,4.009000000000000000e+03,4.010000000000000000e+03
1.606710000000020955e+02,4.008000000000000000e+03,4.011000000000000000e+03
1.621710000000020955e+02,4.009000000000000000e+03,4.012000000000000000e+03
1.621710000000020955e+02,4.010000000000000000e+03,4.011000000000000000e+03
1.636710000000020955e+02,4.011000000000000000e+03,4.012000000000000000e+03
1.636710000000020955e+02,4.010000000000000000e+03,4.013000000000000000e+03
1.651720000000059372e+02,4.013000000000000000e+03,4.014000000000000000e+03
1.651720000000059372e+02,4.012000000000000000e+03,4.015000000000000000e+03
1.666710000000020955e+02,4.014000000000000000e+03,4.015000000000000000e+03
1.666710000000020955e+02,4.013000000000000000e+03,4.016000000000000000e+03
1.681710000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
1.681710000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
1.696699999999982538e+02,4.015000000000000000e+03,4.016000000000000000e+03
1.696710000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
1.709210000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
1.709210000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
1.721710000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
1.721710000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
1.734210000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
1.734210000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
1.746710000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
1.746710000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
1.759199999999982538e+02,4.013000000000000000e+03,4.014000000000000000e+03
1.759210000000020955e+02,4.012000000000000000e+03,4.015000000000000000e+03
1.771710000000020955e+02,4.014000000000000000e+03,4.015000000000000000e+03
1.771710000000020955e+02,4.013000000000000000e+03,4.016000000000000000e+03
1.786729999999952270e+02,4.016000000000000000e+03,4.017000000000000000e+03
1.786729999999952270e+02,4.015000000000000000e+03,4.018000000000000000e+03
1.801710000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
1.801710000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
1.814210000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
1.814210000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
1.829210000000020955e+02,4.019000000000000000e+03,4.020000000000000000e+03
1.829210000000020955e+02,4.018000000000000000e+03,4.021000000000000000e+03
1.841710000000020955e+02,4.019000000000000000e+03,4.020000000000000000e+03
1.841710000000020955e+02,4.018000000000000000e+03,4.021000000000000000e+03
1.854220000000059372e+02,4.020000000000000000e+03,4.021000000000000000e+03
1.854220000000059372e+02,4.019000000000000000e+03,4.022000000000000000e+03
1.869210000000020955e+02,4.021000000000000000e+03,4.022000000000000000e+03
1.869220000000059372e+02,4.020000000000000000e+03,4.023000000000000000e+03
1.884210000000020955e+02,4.021000000000000000e+03,4.022000000000000000e+03
1.884210000000020955e+02,4.020000000000000000e+03,4.023000000000000000e+03
1.899220000000059372e+02,4.019000000000000000e+03,4.020000000000000000e+03
1.899220000000059372e+02,4.018000000000000000e+03,4.021000000000000000e+03
1.914210000000020955e+02,4.019000000000000000e+03,4.022000000000000000e+03
1.914210000000020955e+02,4.020000000000000000e+03,4.021000000000000000e+03
1.929210000000020955e+02,4.020000000000000000e+03,4.021000000000000000e+03
1.929210000000020955e+02,4.019000000000000000e+03,4.022000000000000000e+03
1.941760000000067521e+02,4.021000000000000000e+03,4.022000000000000000e+03
1.941760000000067521e+02,4.020000000000000000e+03,4.023000000000000000e+03
1.956729999999952270e+02,4.020000000000000000e+03,4.021000000000000000e+03
1.956729999999952270e+02,4.019000000000000000e+03,4.022000000000000000e+03
1.971720000000059372e+02,4.021000000000000000e+03,4.022000000000000000e+03
1.971720000000059372e+02,4.020000000000000000e+03,4.023000000000000000e+03
1.986710000000020955e+02,4.022000000000000000e+03,4.023000000000000000e+03
1.986710000000020955e+02,4.021000000000000000e+03,4.024000000000000000e+03
1.999210000000020955e+02,4.019000000000000000e+03,4.020000000000000000e+03
1.999210000000020955e+02,4.018000000000000000e+03,4.021000000000000000e+03
2.011710000000020955e+02,4.017000000000000000e+03,4.020000000000000000e+03
2.011710000000020955e+02,4.018000000000000000e+03,4.019000000000000000e+03
2.026720000000059372e+02,4.017000000000000000e+03,4.018000000000000000e+03
2.026720000000059372e+02,4.016000000000000000e+03,4.019000000000000000e+03
2.041710000000020955e+02,4.017000000000000000e+03,4.019000000000000000e+03
2.041710000000020955e+02,4.016000000000000000e+03,4.020000000000000000e+03
2.054210000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
2.054210000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
2.066710000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
2.066710000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
2.081710000000020955e+02,4.013000000000000000e+03,4.014000000000000000e+03
2.081710000000020955e+02,4.012000000000000000e+03,4.015000000000000000e+03
2.094199999999982538e+02,4.013000000000000000e+03,4.014000000000000000e+03
2.094210000000020955e+02,4.012000000000000000e+03,4.015000000000000000e+03
2.106710000000020955e+02,4.011000000000000000e+03,4.014000000000000000e+03
2.106710000000020955e+02,4.012000000000000000e+03,4.013000000000000000e+03
2.121710000000020955e+02,4.012000000000000000e+03,4.013000000000000000e+03
2.121710000000020955e+02,4.011000000000000000e+03,4.014000000000000000e+03
2.134210000000020955e+02,4.012000000000000000e+03,4.013000000000000000e+03
2.134210000000020955e+02,4.011000000000000000e+03,4.014000000000000000e+03
2.149210000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
2.149210000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
2.161710000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
2.161710000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
2.176710000000020955e+02,4.016000000000000000e+03,4.017000000000000000e+03
2.176710000000020955e+02,4.015000000000000000e+03,4.018000000000000000e+03
2.191710000000020955e+02,4.010000000000000000e+03,4.013000000000000000e+03
2.191710000000020955e+02,4.011000000000000000e+03,4.012000000000000000e+03
2.204210000000020955e+02,4.013000000000000000e+03,4.014000000000000000e+03
2.204210000000020955e+02,4.012000000000000000e+03,4.015000000000000000e+03
2.216710000000020955e+02,4.013000000000000000e+03,4.014000000000000000e+03
2.216710000000020955e+02,4.012000000000000000e+03,4.015000000000000000e+03
2.229210000000020955e+02,4.015000000000000000e+03,4.016000000000000000e+03
2.229210000000020955e+02,4.014000000000000000e+03,4.017000000000000000e+03
2.244220000000059372e+02,4.012000000000000000e+03,4.013000000000000000e+03
2.244220000000059372e+02,4.011000000000000000e+03,4.014000000000000000e+03
2.259210000000020955e+02,4.011000000000000000e+03,4.013000000000000000e+03
2.259220000000059372e+02,4.010000000000000000e+03,4.014000000000000000e+03
2.274229999999952270e+02,4.007000000000000000e+03,4.008000000000000000e+03
2.274229999999952270e+02,4.006000000000000000e+03,4.009000000000000000e+03
2.289210000000020955e+02,4.007000000000000000e+03,4.008000000000000000e+03
2.289210000000020955e+02,4.006000000000000000e+03,4.009000000000000000e+03
2.301750000000029104e+02,4.002000000000000000e+03,4.005000000000000000e+03
2.301750000000029104e+02,4.003000000000000000e+03,4.004000000000000000e+03
2.316720000000059372e+02,4.001000000000000000e+03,4.002000000000000000e+03
2.316720000000059372e+02,4.000000000000000000e+03,4.003000000000000000e+03
2.331710000000020955e+02,4.001000000000000000e+03,4.002000000000000000e+03
2.331710000000020955e+02,4.000000000000000000e+03,4.003000000000000000e+03
2.344210000000020955e+02,4.001000000000000000e+03,4.002000000000000000e+03
2.344210000000020955e+02,4.000000000000000000e+03,4.003000000000000000e+03
2.356720000000059372e+02,4.002000000000000000e+03,4.003000000000000000e+03
2.356720000000059372e+02,4.001000000000000000e+03,4.004000000000000000e+03
2.371710000000020955e+02,4.003000000000000000e+03,4.004000000000000000e+03
2.371710000000020955e+02,4.002000000000000000e+03,4.005000000000000000e+03
2.386720000000059372e+02,4.004000000000000000e+03,4.005000000000000000e+03
2.386720000000059372e+02,4.003000000000000000e+03,4.006000000000000000e+03
2.401720000000059372e+02,4.000000000000000000e+03,4.003000000000000000e+03
2.401720000000059372e+02,4.001000000000000000e+03,4.002000000000000000e+03
2.414199999999982538e+02,3.999000000000000000e+03,4.000000000000000000e+03
2.414210000000020955e+02,3.998000000000000000e+03,4.001000000000000000e+03
2.426699999999982538e+02,3.997000000000000000e+03,3.998000000000000000e+03
2.426710000000020955e+02,3.996000000000000000e+03,3.999000000000000000e+03
2.439210000000020955e+02,3.998000000000000000e+03,3.999000000000000000e+03
2.439210000000020955e+02,3.997000000000000000e+03,4.000000000000000000e+03
2.454210000000020955e+02,3.997000000000000000e+03,3.998000000000000000e+03
2.454210000000020955e+02,3.996000000000000000e+03,3.999000000000000000e+03
2.469210000000020955e+02,3.996000000000000000e+03,3.997000000000000000e+03
2.469210000000020955e+02,3.995000000000000000e+03,3.998000000000000000e+03
2.481710000000020955e+02,3.997000000000000000e+03,3.998000000000000000e+03
2.481710000000020955e+02,3.996000000000000000e+03,3.999000000000000000e+03
2.494210000000020955e+02,3.995000000000000000e+03,3.998000000000000000e+03
2.494210000000020955e+02,3.996000000000000000e+03,3.997000000000000000e+03
2.509210000000020955e+02,3.997000000000000000e+03,3.998000000000000000e+03
2.509210000000020955e+02,3.996000000000000000e+03,3.999000000000000000e+03
2.521739999999990687e+02,3.995000000000000000e+03,3.996000000000000000e+03
2.521739999999990687e+02,3.994000000000000000e+03,3.997000000000000000e+03
2.536710000000020955e+02,3.997000000000000000e+03,3.998000000000000000e+03
2.536710000000020955e+02,3.996000000000000000e+03,3.999000000000000000e+03
2.551699999999982538e+02,3.998000000000000000e+03,3.999000000000000000e+03
2.551699999999982538e+02,3.997000000000000000e+03,4.000000000000000000e+03
2.566710000000020955e+02,3.999000000000000000e+03,4.000000000000000000e+03
2.566710000000020955e+02,3.998000000000000000e+03,4.001000000000000000e+03
2.579199999999982538e+02,3.999000000000000000e+03,4.000000000000000000e+03
2.579199999999982538e+02,3.998000000000000000e+03,4.001000000000000000e+03
2.591710000000020955e+02,4.002000000000000000e+03,4.005000000000000000e+03
2.591710000000020955e+02,4.003000000000000000e+03,4.004000000000000000e+03
2.604220000000059372e+02,4.004000000000000000e+03,4.005000000000000000e+03
2.604220000000059372e+02,4.003000000000000000e+03,4.006000000000000000e+03
2.619210000000020955e+02,4.007000000000000000e+03,4.008000000000000000e+03
2.619210000000020955e+02,4.006000000000000000e+03,4.009000000000000000e+03
2.631710000000020955e+02,4.009000000000000000e+03,4.010000000000000000e+03
2.631710000000020955e+02,4.008000000000000000e+03,4.011000000000000000e+03
2.646710000000020955e+02,4.012000000000000000e+03,4.013000000000000000e+03
2.646710000000020955e+02,4.011000000000000000e+03,4.014000000000000000e+03
2.661710000000020955e+02,4.011000000000000000e+03,4.012000000000000000e+03
2.661720000000059372e+02,4.010000000000000000e+03,4.013000000000000000e+03
2.676710000000020955e+02,4.014000000000000000e+03,4.015000000000000000e+03
2.676710000000020955e+02,4.013000000000000000e+03,4.016000000000000000e+03
2.689199999999982538e+02,4.014000000000000000e+03,4.017000000000000000e+03
2.689199999999982538e+02,4.015000000000000000e+03,4.016000000000000000e+03
