Time,Competitor,Operation,OrderId,Side,Volume,Price,Lifespan,Fee,FuturePrice,EtfPrice,AccountBalance,FuturePosition,EtfPosition,ProfitLoss,TotalFees,MaxDrawdown,BuyVolume,SellVolume
0.753516,SusumBot,Fill,4,S,-10,3552.00,GFD,-3.55,3553.00,3552.00,35477.75,40,-50,-2.25,-17.75,36.45,0,50
0.753516,SusumBot,Hedge,,B,10,3552.50,,0.00,3553.00,3552.00,-47.25,50,-50,2.75,-17.75,36.45,0,50
0.753516,DynamicInventory,Fill,3,B,-10,3552.00,GFD,7.10,3553.00,3552.00,-35495.51,-40,50,-15.51,35.51,48.41,50,0
0.753516,DynamicInventory,Hedge,,S,10,3552.50,,0.00,3553.00,3552.00,29.49,-50,50,-20.51,35.51,48.41,50,0
0.754634,DynamicInventory,Insert,4,S,50,3553.00,GFD,0.00,3553.00,3552.00,29.49,-50,50,-20.51,35.51,48.41,50,0
0.897607,SusumBot,Fill,1,B,-1,3550.00,GFD,-0.36,3553.00,3550.00,-3596.89,50,-49,103.11,-18.11,36.45,1,50
0.897607,SusumBot,Hedge,,S,1,3552.50,,0.00,3553.00,3550.00,-44.39,49,-49,102.61,-18.11,36.45,1,50
1.001148,DynamicInventory,Tick,,,,,,0.00,3553.00,3550.00,29.49,-50,50,-120.51,35.51,120.51,50,0
1.001148,SusumBot,Tick,,,,,,0.00,3553.00,3550.00,-44.39,49,-49,102.61,-18.11,36.45,1,50
1.251106,DynamicInventory,Tick,,,,,,0.00,3553.00,3550.00,29.49,-50,50,-120.51,35.51,120.51,50,0
1.251106,SusumBot,Tick,,,,,,0.00,3553.00,3550.00,-44.39,49,-49,102.61,-18.11,36.45,1,50
1.251736,SusumBot,Cancel,1,B,-39,3550.00,GFD,0.00,3553.00,3550.00,-44.39,49,-49,102.61,-18.11,36.45,1,50
1.251844,SusumBot,Cancel,3,B,-10,3549.00,GFD,0.00,3553.00,3550.00,-44.39,49,-49,102.61,-18.11,36.45,1,50
1.414342,DynamicInventory,Fill,4,S,-7,3553.00,GFD,-2.49,3553.00,3553.00,24902.98,-50,43,31.98,33.02,120.51,50,7
1.414342,DynamicInventory,Hedge,,B,7,3552.50,,0.00,3553.00,3553.00,35.48,-43,43,35.48,33.02,120.51,50,7
1.501243,DynamicInventory,Tick,,,,,,0.00,3553.00,3553.00,35.48,-43,43,35.48,33.02,120.51,50,7
1.501243,SusumBot,Tick,,,,,,0.00,3553.00,3553.00,-44.39,49,-49,-44.39,-18.11,147.50,1,50
1.503623,SusumBot,Insert,5,B,40,3552.00,GFD,0.00,3553.00,3553.00,-44.39,49,-49,-44.39,-18.11,147.50,1,50
1.504031,SusumBot,Insert,6,S,28,3553.00,GFD,0.00,3553.00,3553.00,-44.39,49,-49,-44.39,-18.11,147.50,1,50
1.504488,SusumBot,Insert,7,B,10,3551.00,GFD,0.00,3553.00,3553.00,-44.39,49,-49,-44.39,-18.11,147.50,1,50
1.504735,SusumBot,Insert,8,S,7,3554.00,GFD,0.00,3553.00,3553.00,-44.39,49,-49,-44.39,-18.11,147.50,1,50
1.604998,DynamicInventory,Fill,4,S,-1,3553.00,GFD,-0.36,3553.00,3553.00,3588.84,-43,42,35.84,32.66,120.51,50,8
1.604998,DynamicInventory,Hedge,,B,1,3552.50,,0.00,3553.00,3553.00,36.34,-42,42,36.34,32.66,120.51,50,8
1.751325,DynamicInventory,Tick,,,,,,0.00,3553.00,3553.00,36.34,-42,42,36.34,32.66,120.51,50,8
1.751325,SusumBot,Tick,,,,,,0.00,3553.00,3553.00,-44.39,49,-49,-44.39,-18.11,147.50,1,50
1.755654,DynamicInventory,Cancel,4,S,-42,3553.00,GFD,0.00,3553.00,3553.00,36.34,-42,42,36.34,32.66,120.51,50,8
1.850075,SusumBot,Fill,6,S,-8,3553.00,GFD,-2.84,3553.00,3553.00,28382.45,49,-57,-41.55,-20.95,147.50,1,58
1.850075,SusumBot,Hedge,,B,8,3552.50,,0.00,3553.00,3553.00,-37.55,57,-57,-37.55,-20.95,147.50,1,58
1.980129,SusumBot,Fill,5,B,-3,3552.00,GFD,-1.07,3553.00,3552.00,-10692.48,57,-54,20.52,-22.02,147.50,4,58
1.980129,SusumBot,Hedge,,S,3,3552.50,,0.00,3553.00,3552.00,-34.98,54,-54,19.02,-22.02,147.50,4,58
2.001440,DynamicInventory,Tick,,,,,,0.00,3553.00,3552.00,36.34,-42,42,-5.66,32.66,120.51,50,8
2.001440,SusumBot,Tick,,,,,,0.00,3553.00,3552.00,-34.98,54,-54,19.02,-22.02,147.50,4,58
2.004855,DynamicInventory,Insert,5,B,6,3552.00,GFD,0.00,3553.00,3552.00,36.34,-42,42,-5.66,32.66,120.51,50,8
2.005265,DynamicInventory,Insert,6,S,50,3553.00,GFD,0.00,3553.00,3552.00,36.34,-42,42,-5.66,32.66,120.51,50,8
2.185897,SusumBot,Fill,6,S,-1,3553.00,GFD,-0.36,3553.00,3553.00,3518.38,54,-55,-34.62,-22.38,147.50,4,59
2.185897,SusumBot,Hedge,,B,1,3552.50,,0.00,3553.00,3553.00,-34.12,55,-55,-34.12,-22.38,147.50,4,59
2.251033,DynamicInventory,Tick,,,,,,0.00,3553.00,3553.00,36.34,-42,42,36.34,32.66,120.51,50,8
2.251033,SusumBot,Tick,,,,,,0.00,3553.00,3553.00,-34.12,55,-55,-34.12,-22.38,147.50,4,59
2.253726,DynamicInventory,Cancel,5,B,-6,3552.00,GFD,0.00,3553.00,3553.00,36.34,-42,42,36.34,32.66,120.51,50,8
2.253922,DynamicInventory,Cancel,6,S,-50,3553.00,GFD,0.00,3553.00,3553.00,36.34,-42,42,36.34,32.66,120.51,50,8
2.283467,SusumBot,Fill,5,B,-6,3552.00,GFD,-2.13,3553.00,3552.00,-21343.99,55,-49,23.01,-24.51,147.50,10,59
2.283467,SusumBot,Hedge,,S,6,3552.50,,0.00,3553.00,3552.00,-28.99,49,-49,20.01,-24.51,147.50,10,59
2.411800,SusumBot,Fill,5,B,-1,3552.00,GFD,-0.36,3553.00,3552.00,-3580.63,49,-48,20.37,-24.87,147.50,11,59
2.411800,SusumBot,Hedge,,S,1,3552.50,,0.00,3553.00,3552.00,-28.13,48,-48,19.87,-24.87,147.50,11,59
2.500694,DynamicInventory,Tick,,,,,,0.00,3552.00,3552.00,36.34,-42,42,36.34,32.66,120.51,50,8
2.500694,SusumBot,Tick,,,,,,0.00,3552.00,3552.00,-28.13,48,-48,-28.13,-24.87,147.50,11,59
2.505663,DynamicInventory,Insert,7,B,6,3552.00,GFD,0.00,3552.00,3552.00,36.34,-42,42,36.34,32.66,120.51,50,8
2.506168,DynamicInventory,Insert,8,S,50,3553.00,GFD,0.00,3552.00,3552.00,36.34,-42,42,36.34,32.66,120.51,50,8
2.506675,SusumBot,Cancel,5,B,-30,3552.00,GFD,0.00,3552.00,3552.00,-28.13,48,-48,-28.13,-24.87,147.50,11,59
2.506843,SusumBot,Cancel,7,B,-10,3551.00,GFD,0.00,3552.00,3552.00,-28.13,48,-48,-28.13,-24.87,147.50,11,59
2.507047,SusumBot,Cancel,6,S,-19,3553.00,GFD,0.00,3552.00,3552.00,-28.13,48,-48,-28.13,-24.87,147.50,11,59
2.507250,SusumBot,Cancel,8,S,-7,3554.00,GFD,0.00,3552.00,3552.00,-28.13,48,-48,-28.13,-24.87,147.50,11,59
2.666980,DynamicInventory,Fill,7,B,-6,3552.00,GFD,-2.13,3552.00,3552.00,-21273.53,-42,48,38.47,30.53,120.51,56,8
2.666980,DynamicInventory,Hedge,,S,6,3552.50,,0.00,3552.00,3552.00,41.47,-48,48,41.47,30.53,120.51,56,8
2.750938,DynamicInventory,Tick,,,,,,0.00,3552.00,3550.00,41.47,-48,48,-54.53,30.53,120.51,56,8
2.750938,SusumBot,Tick,,,,,,0.00,3552.00,3550.00,-28.13,48,-48,67.87,-24.87,147.50,11,59
2.752665,SusumBot,Insert,9,B,40,3552.00,GFD,0.00,3552.00,3550.00,-28.13,48,-48,67.87,-24.87,147.50,11,59
2.752846,SusumBot,Insert,10,S,28,3553.00,GFD,0.00,3552.00,3550.00,-28.13,48,-48,67.87,-24.87,147.50,11,59
2.753057,SusumBot,Insert,11,B,10,3551.00,GFD,0.00,3552.00,3550.00,-28.13,48,-48,67.87,-24.87,147.50,11,59
2.753223,SusumBot,Insert,12,S,7,3554.00,GFD,0.00,3552.00,3550.00,-28.13,48,-48,67.87,-24.87,147.50,11,59
3.000896,DynamicInventory,Tick,,,,,,0.00,3552.00,3550.00,41.47,-48,48,-54.53,30.53,120.51,56,8
3.000896,SusumBot,Tick,,,,,,0.00,3552.00,3550.00,-28.13,48,-48,67.87,-24.87,147.50,11,59
3.157209,DynamicInventory,Fill,8,S,-1,3553.00,GFD,-0.36,3552.00,3553.00,3594.83,-48,47,89.83,30.17,120.51,56,9
3.157209,DynamicInventory,Hedge,,B,1,3552.50,,0.00,3552.00,3553.00,42.33,-47,47,89.33,30.17,120.51,56,9
3.251314,DynamicInventory,Tick,,,,,,0.00,3552.00,3553.00,42.33,-47,47,89.33,30.17,120.51,56,9
3.251314,SusumBot,Tick,,,,,,0.00,3552.00,3553.00,-28.13,48,-48,-76.13,-24.87,179.24,11,59
3.292817,DynamicInventory,Fill,8,S,-1,3553.00,GFD,-0.36,3552.00,3553.00,3595.69,-47,46,89.69,29.81,120.51,56,10
3.292817,DynamicInventory,Hedge,,B,1,3552.50,,0.00,3552.00,3553.00,43.19,-46,46,89.19,29.81,120.51,56,10
3.501368,DynamicInventory,Tick,,,,,,0.00,3552.00,3553.00,43.19,-46,46,89.19,29.81,120.51,56,10
3.501368,SusumBot,Tick,,,,,,0.00,3552.00,3553.00,-28.13,48,-48,-76.13,-24.87,179.24,11,59
3.561446,SusumBot,Fill,9,B,-8,3552.00,GFD,-2.84,3552.00,3552.00,-28441.29,48,-40,-25.29,-27.71,179.24,19,59
3.561446,SusumBot,Hedge,,S,8,3552.50,,0.00,3552.00,3552.00,-21.29,40,-40,-21.29,-27.71,179.24,19,59
3.667646,SusumBot,Fill,9,B,-1,3552.00,GFD,-0.36,3552.00,3552.00,-3572.93,40,-39,-20.93,-28.07,179.24,20,59
3.667646,SusumBot,Hedge,,S,1,3552.50,,0.00,3552.00,3552.00,-20.43,39,-39,-20.43,-28.07,179.24,20,59
3.675823,SusumBot,Fill,9,B,-8,3552.00,GFD,-2.84,3552.00,3552.00,-28433.59,39,-31,-17.59,-30.91,179.24,28,59
3.675823,SusumBot,Hedge,,S,8,3552.50,,0.00,3552.00,3552.00,-13.59,31,-31,-13.59,-30.91,179.24,28,59
3.697637,SusumBot,Fill,9,B,-2,3552.00,GFD,-0.71,3552.00,3552.00,-7116.88,31,-29,-12.88,-31.62,179.24,30,59
3.697637,SusumBot,Hedge,,S,2,3552.50,,0.00,3552.00,3552.00,-11.88,29,-29,-11.88,-31.62,179.24,30,59
3.741417,DynamicInventory,Fill,8,S,-1,3553.00,GFD,-0.36,3552.00,3553.00,3596.55,-46,45,89.55,29.45,120.51,56,11
3.741417,DynamicInventory,Hedge,,B,1,3552.50,,0.00,3552.00,3553.00,44.05,-45,45,89.05,29.45,120.51,56,11
3.750954,DynamicInventory,Tick,,,,,,0.00,3552.00,3553.00,44.05,-45,45,89.05,29.45,120.51,56,11
3.750954,SusumBot,Tick,,,,,,0.00,3552.00,3553.00,-11.88,29,-29,-40.88,-31.62,179.24,30,59
3.752603,DynamicInventory,Cancel,8,S,-47,3553.00,GFD,0.00,3552.00,3553.00,44.05,-45,45,89.05,29.45,120.51,56,11
3.764249,SusumBot,Fill,9,B,-12,3552.00,GFD,-4.26,3552.00,3552.00,-42631.62,29,-17,-7.62,-35.88,179.24,42,59
3.764249,SusumBot,Hedge,,S,12,3552.50,,0.00,3552.00,3552.00,-1.62,17,-17,-1.62,-35.88,179.24,42,59
3.870395,SusumBot,Fill,9,B,-7,3552.00,GFD,-2.49,3552.00,3552.00,-24863.13,17,-10,0.87,-38.37,179.24,49,59
3.870395,SusumBot,Hedge,,S,7,3552.50,,0.00,3552.00,3552.00,4.37,10,-10,4.37,-38.37,179.24,49,59
4.001101,DynamicInventory,Tick,,,,,,0.00,3552.00,3552.00,44.05,-45,45,44.05,29.45,120.51,56,11
4.001101,SusumBot,Tick,,,,,,0.00,3552.00,3552.00,4.37,10,-10,4.37,-38.37,179.24,49,59
4.001608,DynamicInventory,Insert,9,B,5,3552.00,GFD,0.00,3552.00,3552.00,44.05,-45,45,44.05,29.45,120.51,56,11
4.001772,DynamicInventory,Insert,10,S,50,3553.00,GFD,0.00,3552.00,3552.00,44.05,-45,45,44.05,29.45,120.51,56,11
4.001866,SusumBot,Cancel,9,B,-2,3552.00,GFD,0.00,3552.00,3552.00,4.37,10,-10,4.37,-38.37,179.24,49,59
4.001924,SusumBot,Cancel,11,B,-10,3551.00,GFD,0.00,3552.00,3552.00,4.37,10,-10,4.37,-38.37,179.24,49,59
4.001970,SusumBot,Cancel,10,S,-28,3553.00,GFD,0.00,3552.00,3552.00,4.37,10,-10,4.37,-38.37,179.24,49,59
4.002022,SusumBot,Cancel,12,S,-7,3554.00,GFD,0.00,3552.00,3552.00,4.37,10,-10,4.37,-38.37,179.24,49,59
4.250402,DynamicInventory,Tick,,,,,,0.00,3552.00,3552.00,44.05,-45,45,44.05,29.45,120.51,56,11
4.250402,SusumBot,Tick,,,,,,0.00,3552.00,3552.00,4.37,10,-10,4.37,-38.37,179.24,49,59
4.250982,DynamicInventory,Cancel,9,B,-5,3552.00,GFD,0.00,3552.00,3552.00,44.05,-45,45,44.05,29.45,120.51,56,11
4.251057,DynamicInventory,Cancel,10,S,-50,3553.00,GFD,0.00,3552.00,3552.00,44.05,-45,45,44.05,29.45,120.51,56,11
4.251222,SusumBot,Insert,13,B,40,3552.00,GFD,0.00,3552.00,3552.00,4.37,10,-10,4.37,-38.37,179.24,49,59
4.251321,SusumBot,Insert,14,S,37,3553.00,GFD,0.00,3552.00,3552.00,4.37,10,-10,4.37,-38.37,179.24,49,59
4.251442,SusumBot,Insert,15,B,10,3551.00,GFD,0.00,3552.00,3552.00,4.37,10,-10,4.37,-38.37,179.24,49,59
4.251574,SusumBot,Insert,16,S,9,3554.00,GFD,0.00,3552.00,3552.00,4.37,10,-10,4.37,-38.37,179.24,49,59
4.501622,DynamicInventory,Tick,,,,,,0.00,3552.00,3552.00,44.05,-45,45,44.05,29.45,120.51,56,11
4.501622,SusumBot,Tick,,,,,,0.00,3552.00,3552.00,4.37,10,-10,4.37,-38.37,179.24,49,59
4.504881,DynamicInventory,Insert,11,B,5,3551.00,GFD,0.00,3552.00,3552.00,44.05,-45,45,44.05,29.45,120.51,56,11
4.505261,DynamicInventory,Insert,12,S,50,3552.00,GFD,0.00,3552.00,3552.00,44.05,-45,45,44.05,29.45,120.51,56,11
4.505261,SusumBot,Fill,13,B,-35,3552.00,GFD,-12.43,3552.00,3552.00,-124303.20,10,25,16.80,-50.80,179.24,84,59
4.505261,SusumBot,Hedge,,S,35,3551.50,,0.00,3552.00,3552.00,-0.70,-25,25,-0.70,-50.80,179.24,84,59
4.505261,DynamicInventory,Fill,12,S,-50,3552.00,GFD,35.52,3552.00,3552.00,177608.53,-45,-5,8.53,64.97,120.51,56,61
4.505261,DynamicInventory,Hedge,,B,50,3551.50,,0.00,3552.00,3552.00,33.53,5,-5,33.53,64.97,120.51,56,61
4.640591,SusumBot,Fill,14,S,-5,3553.00,GFD,-1.78,3552.00,3553.00,17766.08,-25,20,26.08,-52.58,179.24,84,64
4.640591,SusumBot,Hedge,,B,5,3551.50,,0.00,3552.00,3553.00,8.58,-20,20,28.58,-52.58,179.24,84,64
4.687401,SusumBot,Fill,14,S,-8,3553.00,GFD,-2.84,3552.00,3553.00,28435.42,-20,12,31.42,-55.42,179.24,84,72
4.687401,SusumBot,Hedge,,B,8,3551.50,,0.00,3552.00,3553.00,23.42,-12,12,35.42,-55.42,179.24,84,72
4.750668,DynamicInventory,Tick,,,,,,0.00,3552.00,3553.00,33.53,5,-5,28.53,64.97,120.51,56,61
4.750668,SusumBot,Tick,,,,,,0.00,3552.00,3553.00,23.42,-12,12,35.42,-55.42,179.24,84,72
4.921736,SusumBot,Fill,14,S,-1,3553.00,GFD,-0.36,3552.00,3553.00,3576.78,-12,11,35.78,-55.78,179.24,84,73
4.921736,SusumBot,Hedge,,B,1,3551.50,,0.00,3552.00,3553.00,25.28,-11,11,36.28,-55.78,179.24,84,73
5.000479,DynamicInventory,Tick,,,,,,0.00,3552.00,3553.00,33.53,5,-5,28.53,64.97,120.51,56,61
5.000479,SusumBot,Tick,,,,,,0.00,3552.00,3553.00,25.28,-11,11,36.28,-55.78,179.24,84,73
5.120666,SusumBot,Fill,13,B,-1,3552.00,GFD,-0.36,3552.00,3552.00,-3526.36,-11,12,25.64,-56.14,179.24,85,73
5.120666,SusumBot,Hedge,,S,1,3551.50,,0.00,3552.00,3552.00,25.14,-12,12,25.14,-56.14,179.24,85,73
5.251099,DynamicInventory,Tick,,,,,,0.00,3552.00,3552.00,33.53,5,-5,33.53,64.97,120.51,56,61
5.251099,SusumBot,Tick,,,,,,0.00,3552.00,3552.00,25.14,-12,12,25.14,-56.14,179.24,85,73
5.251917,SusumBot,Cancel,13,B,-4,3552.00,GFD,0.00,3552.00,3552.00,25.14,-12,12,25.14,-56.14,179.24,85,73
5.252141,SusumBot,Cancel,15,B,-10,3551.00,GFD,0.00,3552.00,3552.00,25.14,-12,12,25.14,-56.14,179.24,85,73
5.252245,SusumBot,Cancel,14,S,-23,3553.00,GFD,0.00,3552.00,3552.00,25.14,-12,12,25.14,-56.14,179.24,85,73
5.252353,SusumBot,Cancel,16,S,-9,3554.00,GFD,0.00,3552.00,3552.00,25.14,-12,12,25.14,-56.14,179.24,85,73
5.357213,DynamicInventory,Fill,11,B,-5,3551.00,GFD,-1.78,3552.00,3551.00,-17719.69,5,0,40.31,63.19,120.51,61,61
5.357213,DynamicInventory,Hedge,,S,5,3551.50,,0.00,3552.00,3551.00,37.81,0,0,37.81,63.19,120.51,61,61
5.500755,DynamicInventory,Tick,,,,,,0.00,3552.00,3551.00,37.81,0,0,37.81,63.19,120.51,61,61
5.500755,SusumBot,Tick,,,,,,0.00,3552.00,3551.00,25.14,-12,12,13.14,-56.14,179.24,85,73
5.501688,DynamicInventory,Insert,13,B,50,3551.00,GFD,0.00,3552.00,3551.00,37.81,0,0,37.81,63.19,120.51,61,61
5.501790,DynamicInventory,Insert,14,S,50,3552.00,GFD,0.00,3552.00,3551.00,37.81,0,0,37.81,63.19,120.51,61,61
5.501881,SusumBot,Insert,17,B,37,3551.00,GFD,0.00,3552.00,3551.00,25.14,-12,12,13.14,-56.14,179.24,85,73
5.502018,SusumBot,Insert,18,S,40,3552.00,GFD,0.00,3552.00,3551.00,25.14,-12,12,13.14,-56.14,179.24,85,73
5.502150,SusumBot,Insert,19,B,9,3550.00,GFD,0.00,3552.00,3551.00,25.14,-12,12,13.14,-56.14,179.24,85,73
5.502270,SusumBot,Insert,20,S,10,3553.00,GFD,0.00,3552.00,3551.00,25.14,-12,12,13.14,-56.14,179.24,85,73
5.722339,DynamicInventory,Fill,14,S,-2,3552.00,GFD,-0.71,3552.00,3552.00,7142.52,0,-2,38.52,62.48,120.51,61,63
5.722339,DynamicInventory,Hedge,,B,2,3551.50,,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
5.750705,DynamicInventory,Tick,,,,,,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
5.750705,SusumBot,Tick,,,,,,0.00,3552.00,3552.00,25.14,-12,12,25.14,-56.14,179.24,85,73
5.751438,DynamicInventory,Cancel,13,B,-50,3551.00,GFD,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
5.751515,DynamicInventory,Cancel,14,S,-48,3552.00,GFD,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
5.973844,SusumBot,Fill,18,S,-1,3552.00,GFD,-0.36,3552.00,3552.00,3577.50,-12,11,25.50,-56.50,179.24,85,74
5.973844,SusumBot,Hedge,,B,1,3551.50,,0.00,3552.00,3552.00,26.00,-11,11,26.00,-56.50,179.24,85,74
6.001091,DynamicInventory,Tick,,,,,,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
6.001091,SusumBot,Tick,,,,,,0.00,3552.00,3552.00,26.00,-11,11,26.00,-56.50,179.24,85,74
6.002897,DynamicInventory,Insert,15,B,50,3551.00,GFD,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
6.003093,DynamicInventory,Insert,16,S,45,3552.00,GFD,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
6.014206,SusumBot,Fill,18,S,-3,3552.00,GFD,-1.07,3552.00,3552.00,10683.07,-11,8,27.07,-57.57,179.24,85,77
6.014206,SusumBot,Hedge,,B,3,3551.50,,0.00,3552.00,3552.00,28.57,-8,8,28.57,-57.57,179.24,85,77
6.182029,SusumBot,Fill,17,B,-14,3551.00,GFD,-4.97,3552.00,3551.00,-49680.46,-8,22,25.54,-62.54,179.24,99,77
6.182029,SusumBot,Hedge,,S,14,3551.50,,0.00,3552.00,3551.00,40.54,-22,22,18.54,-62.54,179.24,99,77
6.250665,DynamicInventory,Tick,,,,,,0.00,3552.00,3551.00,39.52,2,-2,41.52,62.48,120.51,61,63
6.250665,SusumBot,Tick,,,,,,0.00,3552.00,3551.00,40.54,-22,22,18.54,-62.54,179.24,99,77
6.251423,DynamicInventory,Cancel,15,B,-50,3551.00,GFD,0.00,3552.00,3551.00,39.52,2,-2,41.52,62.48,120.51,61,63
6.251467,DynamicInventory,Cancel,16,S,-45,3552.00,GFD,0.00,3552.00,3551.00,39.52,2,-2,41.52,62.48,120.51,61,63
6.354037,SusumBot,Fill,18,S,-5,3552.00,GFD,-1.78,3552.00,3552.00,17802.32,-22,17,42.32,-64.32,179.24,99,82
6.354037,SusumBot,Hedge,,B,5,3551.50,,0.00,3552.00,3552.00,44.82,-17,17,44.82,-64.32,179.24,99,82
6.500881,DynamicInventory,Tick,,,,,,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
6.500881,SusumBot,Tick,,,,,,0.00,3552.00,3552.00,44.82,-17,17,44.82,-64.32,179.24,99,82
6.503239,DynamicInventory,Insert,17,B,50,3551.00,GFD,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
6.503473,DynamicInventory,Insert,18,S,45,3552.00,GFD,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
6.504717,SusumBot,Cancel,17,B,-23,3551.00,GFD,0.00,3552.00,3552.00,44.82,-17,17,44.82,-64.32,179.24,99,82
6.504834,SusumBot,Cancel,19,B,-9,3550.00,GFD,0.00,3552.00,3552.00,44.82,-17,17,44.82,-64.32,179.24,99,82
6.504901,SusumBot,Cancel,18,S,-31,3552.00,GFD,0.00,3552.00,3552.00,44.82,-17,17,44.82,-64.32,179.24,99,82
6.504961,SusumBot,Cancel,20,S,-10,3553.00,GFD,0.00,3552.00,3552.00,44.82,-17,17,44.82,-64.32,179.24,99,82
6.750422,DynamicInventory,Tick,,,,,,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
6.750422,SusumBot,Tick,,,,,,0.00,3552.00,3552.00,44.82,-17,17,44.82,-64.32,179.24,99,82
6.752110,DynamicInventory,Cancel,17,B,-50,3551.00,GFD,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
6.752308,DynamicInventory,Cancel,18,S,-45,3552.00,GFD,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
6.752887,SusumBot,Insert,21,B,36,3551.00,GFD,0.00,3552.00,3552.00,44.82,-17,17,44.82,-64.32,179.24,99,82
6.753080,SusumBot,Insert,22,S,40,3552.00,GFD,0.00,3552.00,3552.00,44.82,-17,17,44.82,-64.32,179.24,99,82
6.753483,SusumBot,Insert,23,B,9,3550.00,GFD,0.00,3552.00,3552.00,44.82,-17,17,44.82,-64.32,179.24,99,82
6.753885,SusumBot,Insert,24,S,10,3553.00,GFD,0.00,3552.00,3552.00,44.82,-17,17,44.82,-64.32,179.24,99,82
7.000650,DynamicInventory,Tick,,,,,,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
7.000650,SusumBot,Tick,,,,,,0.00,3552.00,3552.00,44.82,-17,17,44.82,-64.32,179.24,99,82
7.001951,DynamicInventory,Insert,19,B,50,3551.00,GFD,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
7.002311,DynamicInventory,Insert,20,S,45,3552.00,GFD,0.00,3552.00,3552.00,39.52,2,-2,39.52,62.48,120.51,61,63
7.067886,SusumBot,Fill,22,S,-3,3552.00,GFD,-1.07,3552.00,3552.00,10701.89,-17,14,45.89,-65.39,179.24,99,85
