Time,Competitor,Operation,OrderId,Side,Volume,Price,Lifespan,Fee,FuturePrice,EtfPrice,AccountBalance,FuturePosition,EtfPosition,ProfitLoss,TotalFees,MaxDrawdown,BuyVolume,SellVolume
3.525652,SusumBot,Tick,,,,,,0.00,3528.00,3531.00,3.85,1,-1,0.85,-0.35,0.50,0,1
3.525652,NowUCMe,Tick,,,,,,0.00,3528.00,3531.00,-94.47,-44,44,37.53,-15.53,20.00,44,0
3.525652,Tradies,Tick,,,,,,0.00,3528.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
3.525652,TeamJ,Tick,,,,,,0.00,3528.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
3.575809,NowUCMe,Fill,1,B,-2,3531.00,GFD,-0.71,3528.00,3531.00,-7155.76,-44,46,38.24,-16.24,20.00,46,0
3.575809,NowUCMe,Hedge,,S,2,3528.50,,0.00,3528.00,3531.00,-98.76,-46,46,39.24,-16.24,20.00,46,0
3.758249,LilAkuma,Tick,,,,,,0.00,3528.00,3531.00,5.38,3,-3,-3.62,2.12,6.62,0,3
3.758249,SusumBot,Tick,,,,,,0.00,3528.00,3531.00,3.85,1,-1,0.85,-0.35,0.50,0,1
3.758249,NowUCMe,Tick,,,,,,0.00,3528.00,3531.00,-98.76,-46,46,39.24,-16.24,20.00,46,0
3.758249,Tradies,Tick,,,,,,0.00,3528.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
3.758249,TeamJ,Tick,,,,,,0.00,3528.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
4.019628,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,6.62,0,3
4.019628,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,3.85,1,-1,-0.15,-0.35,1.00,0,1
4.019628,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-98.76,-46,46,85.24,-16.24,20.00,46,0
4.019628,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
4.019628,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
4.257951,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,6.62,0,3
4.257951,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,3.85,1,-1,-0.15,-0.35,1.00,0,1
4.257951,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-98.76,-46,46,85.24,-16.24,20.00,46,0
4.257951,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
4.257951,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
4.508642,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,6.62,0,3
4.508642,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,3.85,1,-1,-0.15,-0.35,1.00,0,1
4.508642,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-98.76,-46,46,85.24,-16.24,20.00,46,0
4.508642,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
4.508642,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
4.756337,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,6.62,0,3
4.756337,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,3.85,1,-1,-0.15,-0.35,1.00,0,1
4.756337,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-98.76,-46,46,85.24,-16.24,20.00,46,0
4.756337,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
4.756337,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
5.000979,NowUCMe,Fill,1,B,-1,3531.00,GFD,-0.35,3527.00,3531.00,-3629.41,-46,47,85.59,-16.59,20.00,47,0
5.000979,NowUCMe,Hedge,,S,1,3527.50,,0.00,3527.00,3531.00,-101.91,-47,47,86.09,-16.59,20.00,47,0
5.015938,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,6.62,0,3
5.015938,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,3.85,1,-1,-0.15,-0.35,1.00,0,1
5.015938,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-101.91,-47,47,86.09,-16.59,20.00,47,0
5.015938,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
5.015938,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
5.269871,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,6.62,0,3
5.269871,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,3.85,1,-1,-0.15,-0.35,1.00,0,1
5.269871,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-101.91,-47,47,86.09,-16.59,20.00,47,0
5.269871,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
5.269871,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
5.288911,NowUCMe,Fill,1,B,-7,3531.00,GFD,-2.47,3527.00,3531.00,-24816.44,-47,54,88.56,-19.06,20.00,54,0
5.288911,NowUCMe,Hedge,,S,7,3527.50,,0.00,3527.00,3531.00,-123.94,-54,54,92.06,-19.06,20.00,54,0
5.520218,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,6.62,0,3
5.520218,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,3.85,1,-1,-0.15,-0.35,1.00,0,1
5.520218,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-123.94,-54,54,92.06,-19.06,20.00,54,0
5.520218,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
5.520218,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
5.770517,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,6.62,0,3
5.770517,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,3.85,1,-1,-0.15,-0.35,1.00,0,1
5.770517,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-123.94,-54,54,92.06,-19.06,20.00,54,0
5.770517,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
5.770517,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
5.893307,NowUCMe,Fill,1,B,-2,3531.00,GFD,-0.71,3527.00,3531.00,-7185.23,-54,56,92.77,-19.77,20.00,56,0
5.893307,NowUCMe,Hedge,,S,2,3527.50,,0.00,3527.00,3531.00,-130.23,-56,56,93.77,-19.77,20.00,56,0
5.902588,NowUCMe,Fill,1,B,-3,3531.00,GFD,-1.06,3527.00,3531.00,-10722.17,-56,59,94.83,-20.83,20.00,59,0
5.902588,NowUCMe,Hedge,,S,3,3527.50,,0.00,3527.00,3531.00,-139.67,-59,59,96.33,-20.83,20.00,59,0
6.008953,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,6.62,0,3
6.008953,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,3.85,1,-1,-0.15,-0.35,1.00,0,1
6.008953,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-139.67,-59,59,96.33,-20.83,20.00,59,0
6.008953,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
6.008953,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
6.126089,NowUCMe,Fill,1,B,-5,3531.00,GFD,-1.77,3527.00,3531.00,-17792.90,-59,64,98.10,-22.60,20.00,64,0
6.126089,NowUCMe,Hedge,,S,5,3527.50,,0.00,3527.00,3531.00,-155.40,-64,64,100.60,-22.60,20.00,64,0
6.272143,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,6.62,0,3
6.272143,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,3.85,1,-1,-0.15,-0.35,1.00,0,1
6.272143,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-155.40,-64,64,100.60,-22.60,20.00,64,0
6.272143,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
6.272143,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
6.500307,NowUCMe,Fill,1,B,-7,3531.00,GFD,-2.47,3527.00,3531.00,-24869.93,-64,71,103.07,-25.07,20.00,71,0
6.500307,NowUCMe,Hedge,,S,7,3527.50,,0.00,3527.00,3531.00,-177.43,-71,71,106.57,-25.07,20.00,71,0
6.505195,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,6.62,0,3
6.505195,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,3.85,1,-1,-0.15,-0.35,1.00,0,1
6.505195,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-177.43,-71,71,106.57,-25.07,20.00,71,0
6.505195,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
6.505195,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
6.668567,SusumBot,Fill,2,S,-3,3532.00,GFD,-1.06,3527.00,3532.00,10600.91,1,-4,-0.09,-1.41,1.00,0,4
6.668567,SusumBot,Hedge,,B,3,3527.50,,0.00,3527.00,3532.00,18.41,4,-4,-1.59,-1.41,2.44,0,4
6.703634,SusumBot,Fill,2,S,-4,3532.00,GFD,-1.41,3527.00,3532.00,14147.82,4,-8,-0.18,-2.82,2.44,0,8
6.703634,SusumBot,Hedge,,B,4,3527.50,,0.00,3527.00,3532.00,37.82,8,-8,-2.18,-2.82,3.03,0,8
6.756913,LilAkuma,Tick,,,,,,0.00,3527.00,3532.00,5.38,3,-3,-9.62,2.12,9.62,0,3
6.756913,SusumBot,Tick,,,,,,0.00,3527.00,3532.00,37.82,8,-8,-2.18,-2.82,3.03,0,8
6.756913,NowUCMe,Tick,,,,,,0.00,3527.00,3532.00,-177.43,-71,71,177.57,-25.07,20.00,71,0
6.756913,Tradies,Tick,,,,,,0.00,3527.00,3532.00,0.00,0,0,0.00,0.00,0.00,0,0
6.756913,TeamJ,Tick,,,,,,0.00,3527.00,3532.00,0.00,0,0,0.00,0.00,0.00,0,0
6.878868,NowUCMe,Fill,1,B,-3,3531.00,GFD,-1.06,3527.00,3531.00,-10769.37,-71,74,107.63,-26.13,69.94,74,0
6.878868,NowUCMe,Hedge,,S,3,3527.50,,0.00,3527.00,3531.00,-186.87,-74,74,109.13,-26.13,69.94,74,0
6.882738,NowUCMe,Fill,1,B,-5,3531.00,GFD,-1.77,3527.00,3531.00,-17840.10,-74,79,110.90,-27.90,69.94,79,0
6.882738,NowUCMe,Hedge,,S,5,3527.50,,0.00,3527.00,3531.00,-202.60,-79,79,113.40,-27.90,69.94,79,0
7.013682,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,9.62,0,3
7.013682,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,37.82,8,-8,5.82,-2.82,3.03,0,8
7.013682,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-202.60,-79,79,113.40,-27.90,69.94,79,0
7.013682,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
7.013682,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
7.094725,SusumBot,Fill,2,S,-7,3532.00,GFD,-2.47,3527.00,3532.00,24764.29,8,-15,0.29,-5.29,5.53,0,15
7.094725,SusumBot,Hedge,,B,7,3527.50,,0.00,3527.00,3532.00,71.79,15,-15,-3.21,-5.29,9.03,0,15
7.263703,LilAkuma,Tick,,,,,,0.00,3527.00,3532.00,5.38,3,-3,-9.62,2.12,9.62,0,3
7.263703,SusumBot,Tick,,,,,,0.00,3527.00,3532.00,71.79,15,-15,-3.21,-5.29,9.03,0,15
7.263703,NowUCMe,Tick,,,,,,0.00,3527.00,3532.00,-202.60,-79,79,192.40,-27.90,69.94,79,0
7.263703,Tradies,Tick,,,,,,0.00,3527.00,3532.00,0.00,0,0,0.00,0.00,0.00,0,0
7.263703,TeamJ,Tick,,,,,,0.00,3527.00,3532.00,0.00,0,0,0.00,0.00,0.00,0,0
7.514053,LilAkuma,Tick,,,,,,0.00,3527.00,3532.00,5.38,3,-3,-9.62,2.12,9.62,0,3
7.514053,SusumBot,Tick,,,,,,0.00,3527.00,3532.00,71.79,15,-15,-3.21,-5.29,9.03,0,15
7.514053,NowUCMe,Tick,,,,,,0.00,3527.00,3532.00,-202.60,-79,79,192.40,-27.90,69.94,79,0
7.514053,Tradies,Tick,,,,,,0.00,3527.00,3532.00,0.00,0,0,0.00,0.00,0.00,0,0
7.514053,TeamJ,Tick,,,,,,0.00,3527.00,3532.00,0.00,0,0,0.00,0.00,0.00,0,0
7.763513,LilAkuma,Tick,,,,,,0.00,3527.00,3532.00,5.38,3,-3,-9.62,2.12,9.62,0,3
7.763513,SusumBot,Tick,,,,,,0.00,3527.00,3532.00,71.79,15,-15,-3.21,-5.29,9.03,0,15
7.763513,NowUCMe,Tick,,,,,,0.00,3527.00,3532.00,-202.60,-79,79,192.40,-27.90,69.94,79,0
7.763513,Tradies,Tick,,,,,,0.00,3527.00,3532.00,0.00,0,0,0.00,0.00,0.00,0,0
7.763513,TeamJ,Tick,,,,,,0.00,3527.00,3532.00,0.00,0,0,0.00,0.00,0.00,0,0
7.990083,NowUCMe,Fill,1,B,-2,3531.00,GFD,-0.71,3527.00,3531.00,-7263.89,-79,81,114.11,-28.61,78.29,81,0
7.990083,NowUCMe,Hedge,,S,2,3527.50,,0.00,3527.00,3531.00,-208.89,-81,81,115.11,-28.61,78.29,81,0
8.014876,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,9.62,0,3
8.014876,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,71.79,15,-15,11.79,-5.29,9.03,0,15
8.014876,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-208.89,-81,81,115.11,-28.61,78.29,81,0
8.014876,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
8.014876,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
8.017859,NowUCMe,Fill,1,B,-4,3531.00,GFD,-1.41,3527.00,3531.00,-14331.48,-81,85,116.52,-30.02,78.29,85,0
8.017859,NowUCMe,Hedge,,S,4,3527.50,,0.00,3527.00,3531.00,-221.48,-85,85,118.52,-30.02,78.29,85,0
8.116483,NowUCMe,Fill,1,B,-7,3531.00,GFD,-2.47,3527.00,3531.00,-24936.01,-85,92,120.99,-32.49,78.29,92,0
8.116483,NowUCMe,Hedge,,S,7,3527.50,,0.00,3527.00,3531.00,-243.51,-92,92,124.49,-32.49,78.29,92,0
8.271079,LilAkuma,Tick,,,,,,0.00,3527.00,3531.00,5.38,3,-3,-6.62,2.12,9.62,0,3
8.271079,SusumBot,Tick,,,,,,0.00,3527.00,3531.00,71.79,15,-15,11.79,-5.29,9.03,0,15
8.271079,NowUCMe,Tick,,,,,,0.00,3527.00,3531.00,-243.51,-92,92,124.49,-32.49,78.29,92,0
8.271079,Tradies,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
8.271079,TeamJ,Tick,,,,,,0.00,3527.00,3531.00,0.00,0,0,0.00,0.00,0.00,0,0
