2020-03-12 13:47:47,788 [INFO   ] [APP] autotrader started with arguments={run.py}
2020-03-12 13:47:56,290 [INFO   ] [TRADER] Placing quotes (13, 14). Bid: 40 @ $3409, Ask: 32 @ $3410
2020-03-12 13:47:56,290 [INFO   ] [TRADER] Placing quotes (15, 16). Bid: 10 @ $3408, Ask: 8 @ $3411
2020-03-12 13:47:56,292 [INFO   ] [TRADER] Order 13 inserted
2020-03-12 13:47:56,292 [INFO   ] [TRADER] Order 14 inserted
2020-03-12 13:47:56,292 [INFO   ] [TRADER] Order 15 inserted
2020-03-12 13:47:56,293 [INFO   ] [TRADER] Order 16 inserted
2020-03-12 13:47:56,790 [INFO   ] [TRADER] Order 14 filled (6 / 32)
2020-03-12 13:47:56,790 [INFO   ] [TRADER] Position changed to ETF: -43, FUTURE: 43
2020-03-12 13:47:56,792 [INFO   ] [TRADER] Order 14 filled (10 / 32)
2020-03-12 13:47:56,792 [INFO   ] [TRADER] Position changed to ETF: -47, FUTURE: 47
2020-03-12 13:47:56,792 [INFO   ] [TRADER] Order 14 filled (11 / 32)
2020-03-12 13:47:56,792 [INFO   ] [TRADER] Position changed to ETF: -48, FUTURE: 48
2020-03-12 13:47:57,039 [INFO   ] [TRADER] Order 14 filled (18 / 32)
2020-03-12 13:47:57,039 [INFO   ] [TRADER] Position changed to ETF: -55, FUTURE: 55
2020-03-12 13:47:57,289 [INFO   ] [TRADER] Order 14 filled (19 / 32)
2020-03-12 13:47:57,290 [INFO   ] [TRADER] Position changed to ETF: -56, FUTURE: 56
2020-03-12 13:47:57,292 [INFO   ] [TRADER] Timeout
2020-03-12 13:47:57,292 [INFO   ] [TRADER] Cancelling bid 13
2020-03-12 13:47:57,292 [INFO   ] [TRADER] Cancelling bid 15
2020-03-12 13:47:57,292 [INFO   ] [TRADER] Cancelling bid 14
2020-03-12 13:47:57,292 [INFO   ] [TRADER] Cancelling bid 16
2020-03-12 13:47:57,294 [INFO   ] [TRADER] Order 13 cancelled
2020-03-12 13:47:57,295 [INFO   ] [TRADER] Order 15 cancelled
2020-03-12 13:47:57,295 [INFO   ] [TRADER] Order 14 cancelled
2020-03-12 13:47:57,295 [INFO   ] [TRADER] Order 16 cancelled
2020-03-12 13:47:57,540 [INFO   ] [TRADER] Placing quotes (17, 18). Bid: 40 @ $3409, Ask: 23 @ $3410
2020-03-12 13:47:57,540 [INFO   ] [TRADER] Placing quotes (19, 20). Bid: 10 @ $3408, Ask: 5 @ $3411
2020-03-12 13:47:57,541 [INFO   ] [TRADER] Order 17 inserted
2020-03-12 13:47:57,542 [INFO   ] [TRADER] Order 18 inserted
2020-03-12 13:47:57,542 [INFO   ] [TRADER] Order 19 inserted
2020-03-12 13:47:57,542 [INFO   ] [TRADER] Order 20 inserted
2020-03-12 13:47:57,790 [INFO   ] [TRADER] Order 18 filled (5 / 23)
2020-03-12 13:47:57,790 [INFO   ] [TRADER] Position changed to ETF: -61, FUTURE: 61
2020-03-12 13:47:58,290 [INFO   ] [TRADER] Order 18 filled (7 / 23)
2020-03-12 13:47:58,290 [INFO   ] [TRADER] Position changed to ETF: -63, FUTURE: 63
2020-03-12 13:47:58,539 [INFO   ] [TRADER] Order 18 filled (8 / 23)
2020-03-12 13:47:58,539 [INFO   ] [TRADER] Position changed to ETF: -64, FUTURE: 64
2020-03-12 13:47:58,541 [INFO   ] [TRADER] Timeout
2020-03-12 13:47:58,541 [INFO   ] [TRADER] Cancelling bid 17
2020-03-12 13:47:58,541 [INFO   ] [TRADER] Cancelling bid 19
2020-03-12 13:47:58,541 [INFO   ] [TRADER] Cancelling bid 18
2020-03-12 13:47:58,541 [INFO   ] [TRADER] Cancelling bid 20
2020-03-12 13:47:58,542 [INFO   ] [TRADER] Order 17 cancelled
2020-03-12 13:47:58,542 [INFO   ] [TRADER] Order 19 cancelled
2020-03-12 13:47:58,542 [INFO   ] [TRADER] Order 18 cancelled
2020-03-12 13:47:58,542 [INFO   ] [TRADER] Order 20 cancelled
2020-03-12 13:47:58,789 [INFO   ] [TRADER] Placing quotes (21, 22). Bid: 40 @ $3409, Ask: 17 @ $3410
2020-03-12 13:47:58,789 [INFO   ] [TRADER] Placing quotes (23, 24). Bid: 10 @ $3408, Ask: 4 @ $3411
2020-03-12 13:47:58,789 [INFO   ] [TRADER] Order 21 inserted
2020-03-12 13:47:58,789 [INFO   ] [TRADER] Order 22 inserted
2020-03-12 13:47:58,790 [INFO   ] [TRADER] Order 23 inserted
2020-03-12 13:47:58,790 [INFO   ] [TRADER] Order 24 inserted
2020-03-12 13:47:59,041 [INFO   ] [TRADER] Order 22 filled (3 / 17)
2020-03-12 13:47:59,042 [INFO   ] [TRADER] Position changed to ETF: -67, FUTURE: 67
2020-03-12 13:47:59,046 [INFO   ] [TRADER] Order 21 filled (29 / 40)
2020-03-12 13:47:59,047 [INFO   ] [TRADER] Position changed to ETF: -38, FUTURE: 38
2020-03-12 13:47:59,289 [INFO   ] [TRADER] Order 22 filled (8 / 17)
2020-03-12 13:47:59,290 [INFO   ] [TRADER] Position changed to ETF: -43, FUTURE: 43
2020-03-12 13:47:59,788 [INFO   ] [TRADER] Order 21 filled (35 / 40)
2020-03-12 13:47:59,789 [INFO   ] [TRADER] Position changed to ETF: -37, FUTURE: 37
2020-03-12 13:47:59,789 [INFO   ] [TRADER] Order 21 cancelled
2020-03-12 13:47:59,789 [INFO   ] [TRADER] Position changed to ETF: -32, FUTURE: 32
2020-03-12 13:47:59,789 [INFO   ] [TRADER] Timeout
2020-03-12 13:47:59,789 [INFO   ] [TRADER] Cancelling bid 23
2020-03-12 13:47:59,789 [INFO   ] [TRADER] Cancelling bid 22
2020-03-12 13:47:59,789 [INFO   ] [TRADER] Cancelling bid 24
2020-03-12 13:47:59,789 [INFO   ] [TRADER] Order 23 cancelled
2020-03-12 13:47:59,790 [INFO   ] [TRADER] Order 22 cancelled
2020-03-12 13:47:59,790 [INFO   ] [TRADER] Order 24 cancelled
2020-03-12 13:48:00,040 [INFO   ] [TRADER] Placing quotes (25, 26). Bid: 40 @ $3409, Ask: 33 @ $3410
2020-03-12 13:48:00,040 [INFO   ] [TRADER] Placing quotes (27, 28). Bid: 10 @ $3408, Ask: 8 @ $3411
2020-03-12 13:48:00,040 [INFO   ] [TRADER] Order 25 inserted
2020-03-12 13:48:00,040 [INFO   ] [TRADER] Order 26 filled (5 / 33)
2020-03-12 13:48:00,041 [INFO   ] [TRADER] Position changed to ETF: -37, FUTURE: 37
2020-03-12 13:48:00,041 [INFO   ] [TRADER] Order 27 inserted
2020-03-12 13:48:00,041 [INFO   ] [TRADER] Order 28 inserted
2020-03-12 13:48:00,289 [INFO   ] [TRADER] Order 26 filled (7 / 33)
2020-03-12 13:48:00,289 [INFO   ] [TRADER] Position changed to ETF: -39, FUTURE: 39
2020-03-12 13:48:00,290 [INFO   ] [TRADER] Order 25 filled (9 / 40)
2020-03-12 13:48:00,290 [INFO   ] [TRADER] Position changed to ETF: -30, FUTURE: 30
2020-03-12 13:48:00,540 [INFO   ] [TRADER] Order 26 filled (8 / 33)
2020-03-12 13:48:00,541 [INFO   ] [TRADER] Position changed to ETF: -31, FUTURE: 31
2020-03-12 13:48:00,790 [INFO   ] [TRADER] Order 26 filled (13 / 33)
2020-03-12 13:48:00,790 [INFO   ] [TRADER] Position changed to ETF: -36, FUTURE: 36
2020-03-12 13:48:01,039 [INFO   ] [TRADER] Order 25 filled (12 / 40)
2020-03-12 13:48:01,040 [INFO   ] [TRADER] Position changed to ETF: -33, FUTURE: 33
2020-03-12 13:48:01,040 [INFO   ] [TRADER] Order 26 filled (19 / 33)
2020-03-12 13:48:01,040 [INFO   ] [TRADER] Position changed to ETF: -39, FUTURE: 39
2020-03-12 13:48:01,041 [INFO   ] [TRADER] Timeout
2020-03-12 13:48:01,042 [INFO   ] [TRADER] Cancelling bid 25
2020-03-12 13:48:01,042 [INFO   ] [TRADER] Cancelling bid 27
2020-03-12 13:48:01,042 [INFO   ] [TRADER] Cancelling bid 26
2020-03-12 13:48:01,042 [INFO   ] [TRADER] Cancelling bid 28
2020-03-12 13:48:01,044 [INFO   ] [TRADER] Order 25 cancelled
2020-03-12 13:48:01,044 [INFO   ] [TRADER] Order 27 cancelled
2020-03-12 13:48:01,044 [INFO   ] [TRADER] Order 26 cancelled
2020-03-12 13:48:01,045 [INFO   ] [TRADER] Order 28 cancelled
2020-03-12 13:48:01,291 [INFO   ] [TRADER] Placing quotes (29, 30). Bid: 40 @ $3409, Ask: 32 @ $3410
2020-03-12 13:48:01,292 [INFO   ] [TRADER] Placing quotes (31, 32). Bid: 10 @ $3408, Ask: 8 @ $3411
2020-03-12 13:48:01,294 [INFO   ] [TRADER] Order 29 inserted
2020-03-12 13:48:01,294 [INFO   ] [TRADER] Order 30 inserted
2020-03-12 13:48:01,294 [INFO   ] [TRADER] Order 31 inserted
2020-03-12 13:48:01,295 [INFO   ] [TRADER] Order 32 inserted
2020-03-12 13:48:02,288 [INFO   ] [TRADER] Order 30 filled (1 / 32)
2020-03-12 13:48:02,289 [INFO   ] [TRADER] Position changed to ETF: -40, FUTURE: 40
2020-03-12 13:48:02,289 [INFO   ] [TRADER] Order 30 filled (6 / 32)
2020-03-12 13:48:02,289 [INFO   ] [TRADER] Position changed to ETF: -45, FUTURE: 45
2020-03-12 13:48:02,289 [INFO   ] [TRADER] Order 29 filled (2 / 40)
2020-03-12 13:48:02,289 [INFO   ] [TRADER] Position changed to ETF: -43, FUTURE: 43
2020-03-12 13:48:02,289 [INFO   ] [TRADER] Order 29 filled (5 / 40)
2020-03-12 13:48:02,289 [INFO   ] [TRADER] Position changed to ETF: -40, FUTURE: 40
2020-03-12 13:48:02,540 [INFO   ] [TRADER] Timeout
2020-03-12 13:48:02,540 [INFO   ] [TRADER] Cancelling bid 29
2020-03-12 13:48:02,540 [INFO   ] [TRADER] Cancelling bid 31
2020-03-12 13:48:02,540 [INFO   ] [TRADER] Cancelling bid 30
2020-03-12 13:48:02,540 [INFO   ] [TRADER] Cancelling bid 32
2020-03-12 13:48:02,543 [INFO   ] [TRADER] Order 29 cancelled
2020-03-12 13:48:02,543 [INFO   ] [TRADER] Order 31 cancelled
2020-03-12 13:48:02,543 [INFO   ] [TRADER] Order 30 cancelled
2020-03-12 13:48:02,543 [INFO   ] [TRADER] Order 32 cancelled
2020-03-12 13:48:02,791 [INFO   ] [TRADER] Placing quotes (33, 34). Bid: 40 @ $3409, Ask: 32 @ $3410
2020-03-12 13:48:02,792 [INFO   ] [TRADER] Placing quotes (35, 36). Bid: 10 @ $3408, Ask: 8 @ $3411
2020-03-12 13:48:02,793 [INFO   ] [TRADER] Order 33 inserted
2020-03-12 13:48:02,793 [INFO   ] [TRADER] Order 34 inserted
2020-03-12 13:48:02,794 [INFO   ] [TRADER] Order 35 inserted
2020-03-12 13:48:02,794 [INFO   ] [TRADER] Order 36 inserted
2020-03-12 13:48:03,790 [INFO   ] [TRADER] Order 34 filled (6 / 32)
2020-03-12 13:48:03,790 [INFO   ] [TRADER] Position changed to ETF: -46, FUTURE: 46
2020-03-12 13:48:04,039 [INFO   ] [TRADER] Order 33 filled (3 / 40)
2020-03-12 13:48:04,039 [INFO   ] [TRADER] Position changed to ETF: -43, FUTURE: 43
2020-03-12 13:48:04,040 [INFO   ] [TRADER] Order 34 filled (10 / 32)
2020-03-12 13:48:04,040 [INFO   ] [TRADER] Position changed to ETF: -47, FUTURE: 47
2020-03-12 13:48:04,040 [INFO   ] [TRADER] Timeout
2020-03-12 13:48:04,040 [INFO   ] [TRADER] Cancelling bid 33
2020-03-12 13:48:04,040 [INFO   ] [TRADER] Cancelling bid 35
2020-03-12 13:48:04,040 [INFO   ] [TRADER] Cancelling bid 34
2020-03-12 13:48:04,041 [INFO   ] [TRADER] Cancelling bid 36
2020-03-12 13:48:04,041 [INFO   ] [TRADER] Order 33 cancelled
2020-03-12 13:48:04,041 [INFO   ] [TRADER] Order 35 cancelled
2020-03-12 13:48:04,041 [INFO   ] [TRADER] Order 34 cancelled
2020-03-12 13:48:04,041 [INFO   ] [TRADER] Order 36 cancelled
2020-03-12 13:48:04,291 [INFO   ] [TRADER] Placing quotes (37, 38). Bid: 40 @ $3409, Ask: 29 @ $3410
2020-03-12 13:48:04,291 [INFO   ] [TRADER] Placing quotes (39, 40). Bid: 10 @ $3408, Ask: 7 @ $3411
2020-03-12 13:48:04,295 [INFO   ] [TRADER] Order 37 inserted
2020-03-12 13:48:04,295 [INFO   ] [TRADER] Order 38 inserted
2020-03-12 13:48:04,296 [INFO   ] [TRADER] Order 39 inserted
2020-03-12 13:48:04,296 [INFO   ] [TRADER] Order 40 inserted
2020-03-12 13:48:04,789 [INFO   ] [TRADER] Order 38 filled (2 / 29)
2020-03-12 13:48:04,789 [INFO   ] [TRADER] Position changed to ETF: -49, FUTURE: 49
2020-03-12 13:48:05,039 [INFO   ] [TRADER] Order 38 filled (3 / 29)
2020-03-12 13:48:05,040 [INFO   ] [TRADER] Position changed to ETF: -50, FUTURE: 50
2020-03-12 13:48:05,289 [INFO   ] [TRADER] Order 38 filled (5 / 29)
2020-03-12 13:48:05,290 [INFO   ] [TRADER] Position changed to ETF: -52, FUTURE: 52
2020-03-12 13:48:05,293 [INFO   ] [TRADER] Timeout
2020-03-12 13:48:05,293 [INFO   ] [TRADER] Cancelling bid 37
2020-03-12 13:48:05,293 [INFO   ] [TRADER] Cancelling bid 39
2020-03-12 13:48:05,293 [INFO   ] [TRADER] Cancelling bid 38
2020-03-12 13:48:05,293 [INFO   ] [TRADER] Cancelling bid 40
2020-03-12 13:48:05,294 [INFO   ] [TRADER] Order 37 cancelled
2020-03-12 13:48:05,294 [INFO   ] [TRADER] Order 39 cancelled
2020-03-12 13:48:05,294 [INFO   ] [TRADER] Order 38 cancelled
2020-03-12 13:48:05,294 [INFO   ] [TRADER] Order 40 cancelled
2020-03-12 13:48:05,540 [INFO   ] [TRADER] Placing quotes (41, 42). Bid: 40 @ $3409, Ask: 26 @ $3411
2020-03-12 13:48:05,541 [INFO   ] [TRADER] Placing quotes (43, 44). Bid: 10 @ $3408, Ask: 6 @ $3412
2020-03-12 13:48:05,543 [INFO   ] [TRADER] Order 41 inserted
2020-03-12 13:48:05,543 [INFO   ] [TRADER] Order 42 inserted
2020-03-12 13:48:05,544 [INFO   ] [TRADER] Order 43 inserted
2020-03-12 13:48:05,544 [INFO   ] [TRADER] Order 44 inserted
2020-03-12 13:48:06,542 [INFO   ] [TRADER] Timeout
2020-03-12 13:48:06,543 [INFO   ] [TRADER] Cancelling bid 41
2020-03-12 13:48:06,543 [INFO   ] [TRADER] Cancelling bid 43
2020-03-12 13:48:06,543 [INFO   ] [TRADER] Cancelling bid 42
2020-03-12 13:48:06,543 [INFO   ] [TRADER] Cancelling bid 44
2020-03-12 13:48:06,544 [INFO   ] [TRADER] Order 41 cancelled
2020-03-12 13:48:06,544 [INFO   ] [TRADER] Order 43 cancelled
2020-03-12 13:48:06,544 [INFO   ] [TRADER] Order 42 cancelled
2020-03-12 13:48:06,544 [INFO   ] [TRADER] Order 44 cancelled
2020-03-12 13:48:06,791 [INFO   ] [TRADER] Placing quotes (45, 46). Bid: 40 @ $3410, Ask: 26 @ $3411
2020-03-12 13:48:06,791 [INFO   ] [TRADER] Placing quotes (47, 48). Bid: 10 @ $3409, Ask: 6 @ $3412
2020-03-12 13:48:06,793 [INFO   ] [TRADER] Order 45 inserted
2020-03-12 13:48:06,793 [INFO   ] [TRADER] Order 46 inserted
2020-03-12 13:48:06,793 [INFO   ] [TRADER] Order 47 inserted
2020-03-12 13:48:06,794 [INFO   ] [TRADER] Order 48 inserted
2020-03-12 13:48:07,538 [INFO   ] [TRADER] Order 45 filled (1 / 40)
2020-03-12 13:48:07,539 [INFO   ] [TRADER] Position changed to ETF: -51, FUTURE: 51
2020-03-12 13:48:07,790 [INFO   ] [TRADER] Order 45 filled (7 / 40)
2020-03-12 13:48:07,790 [INFO   ] [TRADER] Position changed to ETF: -45, FUTURE: 45
2020-03-12 13:48:07,791 [INFO   ] [TRADER] Order 46 filled (10 / 26)
2020-03-12 13:48:07,792 [INFO   ] [TRADER] Position changed to ETF: -55, FUTURE: 55
2020-03-12 13:48:07,793 [INFO   ] [TRADER] Timeout
2020-03-12 13:48:07,793 [INFO   ] [TRADER] Cancelling bid 45
2020-03-12 13:48:07,793 [INFO   ] [TRADER] Cancelling bid 47
2020-03-12 13:48:07,794 [INFO   ] [TRADER] Cancelling bid 46
2020-03-12 13:48:07,794 [INFO   ] [TRADER] Cancelling bid 48
2020-03-12 13:48:07,795 [INFO   ] [TRADER] Order 45 cancelled
2020-03-12 13:48:07,795 [INFO   ] [TRADER] Order 47 cancelled
2020-03-12 13:48:07,795 [INFO   ] [TRADER] Order 46 cancelled
2020-03-12 13:48:07,795 [INFO   ] [TRADER] Order 48 cancelled
2020-03-12 13:48:08,043 [INFO   ] [TRADER] Placing quotes (49, 50). Bid: 40 @ $3410, Ask: 24 @ $3411
2020-03-12 13:48:08,043 [INFO   ] [TRADER] Placing quotes (51, 52). Bid: 10 @ $3409, Ask: 6 @ $3412
2020-03-12 13:48:08,044 [INFO   ] [TRADER] Order 49 inserted
2020-03-12 13:48:08,044 [INFO   ] [TRADER] Order 50 inserted
2020-03-12 13:48:08,045 [INFO   ] [TRADER] Order 51 inserted
2020-03-12 13:48:08,045 [INFO   ] [TRADER] Order 52 inserted
2020-03-12 13:48:08,290 [INFO   ] [TRADER] Order 50 filled (11 / 24)
2020-03-12 13:48:08,290 [INFO   ] [TRADER] Position changed to ETF: -66, FUTURE: 66
2020-03-12 13:48:08,789 [INFO   ] [TRADER] Order 50 filled (13 / 24)
2020-03-12 13:48:08,790 [INFO   ] [TRADER] Position changed to ETF: -68, FUTURE: 68
2020-03-12 13:48:09,289 [INFO   ] [TRADER] Order 49 filled (10 / 40)
2020-03-12 13:48:09,290 [INFO   ] [TRADER] Position changed to ETF: -58, FUTURE: 58
2020-03-12 13:48:09,290 [INFO   ] [TRADER] Order 49 filled (19 / 40)
2020-03-12 13:48:09,290 [INFO   ] [TRADER] Position changed to ETF: -49, FUTURE: 49
2020-03-12 13:48:09,292 [INFO   ] [TRADER] Timeout
2020-03-12 13:48:09,292 [INFO   ] [TRADER] Cancelling bid 49
2020-03-12 13:48:09,292 [INFO   ] [TRADER] Cancelling bid 51
2020-03-12 13:48:09,292 [INFO   ] [TRADER] Cancelling bid 50
2020-03-12 13:48:09,292 [INFO   ] [TRADER] Cancelling bid 52
2020-03-12 13:48:09,294 [INFO   ] [TRADER] Order 49 cancelled
2020-03-12 13:48:09,295 [INFO   ] [TRADER] Order 51 cancelled
2020-03-12 13:48:09,295 [INFO   ] [TRADER] Order 50 cancelled
2020-03-12 13:48:09,295 [INFO   ] [TRADER] Order 52 cancelled
2020-03-12 13:48:09,539 [INFO   ] [TRADER] Placing quotes (53, 54). Bid: 40 @ $3410, Ask: 28 @ $3411
2020-03-12 13:48:09,539 [INFO   ] [TRADER] Placing quotes (55, 56). Bid: 10 @ $3409, Ask: 7 @ $3412
2020-03-12 13:48:09,539 [INFO   ] [TRADER] Order 53 inserted
2020-03-12 13:48:09,540 [INFO   ] [TRADER] Order 54 inserted
2020-03-12 13:48:09,540 [INFO   ] [TRADER] Order 55 inserted
2020-03-12 13:48:09,540 [INFO   ] [TRADER] Order 56 inserted
2020-03-12 13:48:09,789 [INFO   ] [TRADER] Order 54 filled (4 / 28)
2020-03-12 13:48:09,790 [INFO   ] [TRADER] Position changed to ETF: -53, FUTURE: 53
2020-03-12 13:48:10,039 [INFO   ] [TRADER] Order 53 filled (11 / 40)
2020-03-12 13:48:10,040 [INFO   ] [TRADER] Position changed to ETF: -42, FUTURE: 42
2020-03-12 13:48:10,040 [INFO   ] [TRADER] Order 54 filled (6 / 28)
2020-03-12 13:48:10,041 [INFO   ] [TRADER] Position changed to ETF: -44, FUTURE: 44
2020-03-12 13:48:10,540 [INFO   ] [TRADER] Order 54 filled (11 / 28)
2020-03-12 13:48:10,541 [INFO   ] [TRADER] Position changed to ETF: -49, FUTURE: 49
2020-03-12 13:48:10,542 [INFO   ] [TRADER] Timeout
2020-03-12 13:48:10,542 [INFO   ] [TRADER] Cancelling bid 53
2020-03-12 13:48:10,543 [INFO   ] [TRADER] Cancelling bid 55
2020-03-12 13:48:10,543 [INFO   ] [TRADER] Cancelling bid 54
2020-03-12 13:48:10,543 [INFO   ] [TRADER] Cancelling bid 56
2020-03-12 13:48:10,544 [INFO   ] [TRADER] Order 53 cancelled
2020-03-12 13:48:10,544 [INFO   ] [TRADER] Order 55 cancelled
2020-03-12 13:48:10,544 [INFO   ] [TRADER] Order 54 cancelled
2020-03-12 13:48:10,545 [INFO   ] [TRADER] Order 56 cancelled
2020-03-12 13:48:10,791 [INFO   ] [TRADER] Placing quotes (57, 58). Bid: 40 @ $3411, Ask: 28 @ $3412
2020-03-12 13:48:10,791 [INFO   ] [TRADER] Placing quotes (59, 60). Bid: 10 @ $3410, Ask: 7 @ $3413
2020-03-12 13:48:10,794 [INFO   ] [TRADER] Order 57 inserted
2020-03-12 13:48:10,795 [INFO   ] [TRADER] Order 58 inserted
2020-03-12 13:48:10,795 [INFO   ] [TRADER] Order 59 inserted
2020-03-12 13:48:10,795 [INFO   ] [TRADER] Order 60 inserted
2020-03-12 13:48:11,289 [INFO   ] [TRADER] Order 57 filled (12 / 40)
2020-03-12 13:48:11,289 [INFO   ] [TRADER] Position changed to ETF: -37, FUTURE: 37
2020-03-12 13:48:11,289 [INFO   ] [TRADER] Order 57 filled (30 / 40)
2020-03-12 13:48:11,289 [INFO   ] [TRADER] Position changed to ETF: -19, FUTURE: 19
2020-03-12 13:48:11,290 [INFO   ] [TRADER] Order 57 cancelled
2020-03-12 13:48:11,290 [INFO   ] [TRADER] Position changed to ETF: -9, FUTURE: 9
2020-03-12 13:48:11,540 [INFO   ] [TRADER] Order 58 filled (1 / 28)
2020-03-12 13:48:11,541 [INFO   ] [TRADER] Position changed to ETF: -10, FUTURE: 10
2020-03-12 13:48:11,541 [INFO   ] [TRADER] Order 58 filled (11 / 28)
2020-03-12 13:48:11,541 [INFO   ] [TRADER] Position changed to ETF: -20, FUTURE: 20
2020-03-12 13:48:12,040 [INFO   ] [TRADER] Timeout
2020-03-12 13:48:12,040 [INFO   ] [TRADER] Cancelling bid 59
2020-03-12 13:48:12,040 [INFO   ] [TRADER] Cancelling bid 58
2020-03-12 13:48:12,040 [INFO   ] [TRADER] Cancelling bid 60
2020-03-12 13:48:12,041 [INFO   ] [TRADER] Order 59 cancelled
