2020-03-17 16:50:12,994 [INFO   ] [APP] susum started with arguments={run.py}
2020-03-17 16:50:17,839 [INFO   ] [TRADER] Position changed to ETF: 5, FUTURE: -5
2020-03-17 16:50:17,842 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:17,842 [INFO   ] [TRADER] Cancelling bid 14
2020-03-17 16:50:17,843 [INFO   ] [TRADER] Cancelling bid 16
2020-03-17 16:50:17,843 [INFO   ] [TRADER] Order 14 cancelled
2020-03-17 16:50:17,843 [INFO   ] [TRADER] Order 16 cancelled
2020-03-17 16:50:17,852 [INFO   ] [TRADER] Placing quotes (17, 18). Bid: 38 @ $4004, Ask: 40 @ $4005
2020-03-17 16:50:17,853 [INFO   ] [TRADER] Placing quotes (19, 20). Bid: 9 @ $4003, Ask: 10 @ $4006
2020-03-17 16:50:17,854 [INFO   ] [TRADER] Order 17 inserted
2020-03-17 16:50:17,854 [INFO   ] [TRADER] Order 18 inserted
2020-03-17 16:50:17,854 [INFO   ] [TRADER] Order 19 inserted
2020-03-17 16:50:17,854 [INFO   ] [TRADER] Order 20 inserted
2020-03-17 16:50:17,915 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:17,915 [INFO   ] [TRADER] Cancelling bid 17
2020-03-17 16:50:17,915 [INFO   ] [TRADER] Cancelling bid 19
2020-03-17 16:50:17,915 [INFO   ] [TRADER] Cancelling bid 18
2020-03-17 16:50:17,915 [INFO   ] [TRADER] Cancelling bid 20
2020-03-17 16:50:17,915 [INFO   ] [TRADER] Order 17 cancelled
2020-03-17 16:50:17,915 [INFO   ] [TRADER] Order 19 cancelled
2020-03-17 16:50:17,915 [INFO   ] [TRADER] Order 18 cancelled
2020-03-17 16:50:17,915 [INFO   ] [TRADER] Order 20 cancelled
2020-03-17 16:50:17,927 [INFO   ] [TRADER] Placing quotes (21, 22). Bid: 38 @ $4005, Ask: 40 @ $4006
2020-03-17 16:50:17,927 [INFO   ] [TRADER] Placing quotes (23, 24). Bid: 9 @ $4004, Ask: 10 @ $4007
2020-03-17 16:50:17,928 [INFO   ] [TRADER] Order 21 filled (12 / 38)
2020-03-17 16:50:17,928 [INFO   ] [TRADER] Position changed to ETF: 17, FUTURE: -17
2020-03-17 16:50:17,928 [INFO   ] [TRADER] Order 22 inserted
2020-03-17 16:50:17,928 [INFO   ] [TRADER] Order 23 inserted
2020-03-17 16:50:17,928 [INFO   ] [TRADER] Order 24 inserted
2020-03-17 16:50:17,939 [INFO   ] [TRADER] Order 21 filled (16 / 38)
2020-03-17 16:50:17,939 [INFO   ] [TRADER] Position changed to ETF: 21, FUTURE: -21
2020-03-17 16:50:17,941 [INFO   ] [TRADER] Order 21 cancelled
2020-03-17 16:50:17,941 [INFO   ] [TRADER] Position changed to ETF: 43, FUTURE: -43
2020-03-17 16:50:17,989 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:17,989 [INFO   ] [TRADER] Cancelling bid 23
2020-03-17 16:50:17,990 [INFO   ] [TRADER] Cancelling bid 22
2020-03-17 16:50:17,990 [INFO   ] [TRADER] Cancelling bid 24
2020-03-17 16:50:17,990 [INFO   ] [TRADER] Order 23 cancelled
2020-03-17 16:50:17,990 [INFO   ] [TRADER] Order 22 cancelled
2020-03-17 16:50:17,990 [INFO   ] [TRADER] Order 24 cancelled
2020-03-17 16:50:18,002 [INFO   ] [TRADER] Placing quotes (25, 26). Bid: 32 @ $4005, Ask: 40 @ $4006
2020-03-17 16:50:18,002 [INFO   ] [TRADER] Placing quotes (27, 28). Bid: 8 @ $4004, Ask: 10 @ $4007
2020-03-17 16:50:18,002 [INFO   ] [TRADER] Order 25 inserted
2020-03-17 16:50:18,003 [INFO   ] [TRADER] Order 26 inserted
2020-03-17 16:50:18,003 [INFO   ] [TRADER] Order 27 inserted
2020-03-17 16:50:18,003 [INFO   ] [TRADER] Order 28 inserted
2020-03-17 16:50:18,039 [INFO   ] [TRADER] Order 26 filled (6 / 40)
2020-03-17 16:50:18,040 [INFO   ] [TRADER] Position changed to ETF: 37, FUTURE: -37
2020-03-17 16:50:18,052 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:18,053 [INFO   ] [TRADER] Cancelling bid 25
2020-03-17 16:50:18,053 [INFO   ] [TRADER] Cancelling bid 27
2020-03-17 16:50:18,053 [INFO   ] [TRADER] Cancelling bid 26
2020-03-17 16:50:18,053 [INFO   ] [TRADER] Cancelling bid 28
2020-03-17 16:50:18,054 [INFO   ] [TRADER] Order 25 cancelled
2020-03-17 16:50:18,054 [INFO   ] [TRADER] Order 27 cancelled
2020-03-17 16:50:18,054 [INFO   ] [TRADER] Order 26 cancelled
2020-03-17 16:50:18,054 [INFO   ] [TRADER] Order 28 cancelled
2020-03-17 16:50:18,065 [INFO   ] [TRADER] Placing quotes (29, 30). Bid: 32 @ $4005, Ask: 40 @ $4006
2020-03-17 16:50:18,066 [INFO   ] [TRADER] Placing quotes (31, 32). Bid: 8 @ $4004, Ask: 10 @ $4007
2020-03-17 16:50:18,066 [INFO   ] [TRADER] Order 29 inserted
2020-03-17 16:50:18,067 [INFO   ] [TRADER] Order 30 inserted
2020-03-17 16:50:18,067 [INFO   ] [TRADER] Order 31 inserted
2020-03-17 16:50:18,067 [INFO   ] [TRADER] Order 32 inserted
2020-03-17 16:50:18,126 [INFO   ] [TRADER] Order 30 filled (3 / 40)
2020-03-17 16:50:18,126 [INFO   ] [TRADER] Position changed to ETF: 34, FUTURE: -34
2020-03-17 16:50:18,129 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:18,129 [INFO   ] [TRADER] Cancelling bid 29
2020-03-17 16:50:18,129 [INFO   ] [TRADER] Cancelling bid 31
2020-03-17 16:50:18,129 [INFO   ] [TRADER] Cancelling bid 30
2020-03-17 16:50:18,129 [INFO   ] [TRADER] Cancelling bid 32
2020-03-17 16:50:18,129 [INFO   ] [TRADER] Order 29 cancelled
2020-03-17 16:50:18,129 [INFO   ] [TRADER] Order 31 cancelled
2020-03-17 16:50:18,130 [INFO   ] [TRADER] Order 30 cancelled
2020-03-17 16:50:18,130 [INFO   ] [TRADER] Order 32 cancelled
2020-03-17 16:50:18,142 [INFO   ] [TRADER] Placing quotes (33, 34). Bid: 33 @ $4005, Ask: 40 @ $4006
2020-03-17 16:50:18,142 [INFO   ] [TRADER] Placing quotes (35, 36). Bid: 8 @ $4004, Ask: 10 @ $4007
2020-03-17 16:50:18,142 [INFO   ] [TRADER] Order 33 inserted
2020-03-17 16:50:18,142 [INFO   ] [TRADER] Order 34 inserted
2020-03-17 16:50:18,142 [INFO   ] [TRADER] Order 35 inserted
2020-03-17 16:50:18,142 [INFO   ] [TRADER] Order 36 inserted
2020-03-17 16:50:18,201 [INFO   ] [TRADER] Order 34 filled (3 / 40)
2020-03-17 16:50:18,201 [INFO   ] [TRADER] Position changed to ETF: 31, FUTURE: -31
2020-03-17 16:50:18,201 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:18,201 [INFO   ] [TRADER] Cancelling bid 33
2020-03-17 16:50:18,201 [INFO   ] [TRADER] Cancelling bid 35
2020-03-17 16:50:18,201 [INFO   ] [TRADER] Cancelling bid 34
2020-03-17 16:50:18,201 [INFO   ] [TRADER] Cancelling bid 36
2020-03-17 16:50:18,201 [INFO   ] [TRADER] Order 33 cancelled
2020-03-17 16:50:18,201 [INFO   ] [TRADER] Order 35 cancelled
2020-03-17 16:50:18,201 [INFO   ] [TRADER] Order 34 cancelled
2020-03-17 16:50:18,201 [INFO   ] [TRADER] Order 36 cancelled
2020-03-17 16:50:18,214 [INFO   ] [TRADER] Placing quotes (37, 38). Bid: 33 @ $4005, Ask: 40 @ $4006
2020-03-17 16:50:18,214 [INFO   ] [TRADER] Placing quotes (39, 40). Bid: 8 @ $4004, Ask: 10 @ $4007
2020-03-17 16:50:18,214 [INFO   ] [TRADER] Order 37 inserted
2020-03-17 16:50:18,214 [INFO   ] [TRADER] Order 38 inserted
2020-03-17 16:50:18,214 [INFO   ] [TRADER] Order 39 inserted
2020-03-17 16:50:18,214 [INFO   ] [TRADER] Order 40 inserted
2020-03-17 16:50:18,240 [INFO   ] [TRADER] Order 37 filled (4 / 33)
2020-03-17 16:50:18,240 [INFO   ] [TRADER] Position changed to ETF: 35, FUTURE: -35
2020-03-17 16:50:18,276 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:18,277 [INFO   ] [TRADER] Cancelling bid 37
2020-03-17 16:50:18,277 [INFO   ] [TRADER] Cancelling bid 39
2020-03-17 16:50:18,277 [INFO   ] [TRADER] Cancelling bid 38
2020-03-17 16:50:18,277 [INFO   ] [TRADER] Cancelling bid 40
2020-03-17 16:50:18,277 [INFO   ] [TRADER] Order 37 cancelled
2020-03-17 16:50:18,277 [INFO   ] [TRADER] Order 39 cancelled
2020-03-17 16:50:18,277 [INFO   ] [TRADER] Order 38 cancelled
2020-03-17 16:50:18,277 [INFO   ] [TRADER] Order 40 cancelled
2020-03-17 16:50:18,289 [INFO   ] [TRADER] Placing quotes (41, 42). Bid: 32 @ $4005, Ask: 40 @ $4006
2020-03-17 16:50:18,289 [INFO   ] [TRADER] Placing quotes (43, 44). Bid: 8 @ $4004, Ask: 10 @ $4007
2020-03-17 16:50:18,289 [INFO   ] [TRADER] Order 41 inserted
2020-03-17 16:50:18,289 [INFO   ] [TRADER] Order 42 inserted
2020-03-17 16:50:18,289 [INFO   ] [TRADER] Order 43 inserted
2020-03-17 16:50:18,289 [INFO   ] [TRADER] Order 44 inserted
2020-03-17 16:50:18,302 [INFO   ] [TRADER] Order 42 filled (1 / 40)
2020-03-17 16:50:18,302 [INFO   ] [TRADER] Position changed to ETF: 34, FUTURE: -34
2020-03-17 16:50:18,314 [INFO   ] [TRADER] Order 42 filled (5 / 40)
2020-03-17 16:50:18,314 [INFO   ] [TRADER] Position changed to ETF: 30, FUTURE: -30
2020-03-17 16:50:18,326 [INFO   ] [TRADER] Order 42 filled (16 / 40)
2020-03-17 16:50:18,326 [INFO   ] [TRADER] Position changed to ETF: 19, FUTURE: -19
2020-03-17 16:50:18,327 [INFO   ] [TRADER] Order 42 filled (31 / 40)
2020-03-17 16:50:18,327 [INFO   ] [TRADER] Position changed to ETF: 4, FUTURE: -4
2020-03-17 16:50:18,327 [INFO   ] [TRADER] Order 42 filled (32 / 40)
2020-03-17 16:50:18,327 [INFO   ] [TRADER] Position changed to ETF: 3, FUTURE: -3
2020-03-17 16:50:18,338 [INFO   ] [TRADER] Order 42 filled (35 / 40)
2020-03-17 16:50:18,338 [INFO   ] [TRADER] Position changed to ETF: 0, FUTURE: 0
2020-03-17 16:50:18,338 [INFO   ] [TRADER] Order 42 cancelled
2020-03-17 16:50:18,338 [INFO   ] [TRADER] Position changed to ETF: -5, FUTURE: 5
2020-03-17 16:50:18,351 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:18,351 [INFO   ] [TRADER] Cancelling bid 41
2020-03-17 16:50:18,351 [INFO   ] [TRADER] Cancelling bid 43
2020-03-17 16:50:18,351 [INFO   ] [TRADER] Cancelling bid 44
2020-03-17 16:50:18,351 [INFO   ] [TRADER] Order 41 cancelled
2020-03-17 16:50:18,351 [INFO   ] [TRADER] Order 43 cancelled
2020-03-17 16:50:18,351 [INFO   ] [TRADER] Order 44 cancelled
2020-03-17 16:50:18,364 [INFO   ] [TRADER] Placing quotes (45, 46). Bid: 40 @ $4005, Ask: 38 @ $4006
2020-03-17 16:50:18,364 [INFO   ] [TRADER] Placing quotes (47, 48). Bid: 10 @ $4004, Ask: 9 @ $4007
2020-03-17 16:50:18,364 [INFO   ] [TRADER] Order 45 inserted
2020-03-17 16:50:18,364 [INFO   ] [TRADER] Order 46 cancelled
2020-03-17 16:50:18,364 [INFO   ] [TRADER] Position changed to ETF: -43, FUTURE: 43
2020-03-17 16:50:18,364 [INFO   ] [TRADER] Order 47 inserted
2020-03-17 16:50:18,364 [INFO   ] [TRADER] Order 48 inserted
2020-03-17 16:50:18,414 [INFO   ] [TRADER] Order 45 filled (4 / 40)
2020-03-17 16:50:18,414 [INFO   ] [TRADER] Position changed to ETF: -39, FUTURE: 39
2020-03-17 16:50:18,426 [INFO   ] [TRADER] Order 45 filled (9 / 40)
2020-03-17 16:50:18,426 [INFO   ] [TRADER] Position changed to ETF: -34, FUTURE: 34
2020-03-17 16:50:18,427 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:18,427 [INFO   ] [TRADER] Cancelling bid 45
2020-03-17 16:50:18,427 [INFO   ] [TRADER] Cancelling bid 47
2020-03-17 16:50:18,427 [INFO   ] [TRADER] Cancelling bid 48
2020-03-17 16:50:18,427 [INFO   ] [TRADER] Order 45 cancelled
2020-03-17 16:50:18,427 [INFO   ] [TRADER] Order 47 cancelled
2020-03-17 16:50:18,427 [INFO   ] [TRADER] Order 48 cancelled
2020-03-17 16:50:18,439 [INFO   ] [TRADER] Placing quotes (49, 50). Bid: 40 @ $4005, Ask: 33 @ $4006
2020-03-17 16:50:18,439 [INFO   ] [TRADER] Placing quotes (51, 52). Bid: 10 @ $4004, Ask: 8 @ $4007
2020-03-17 16:50:18,439 [INFO   ] [TRADER] Order 49 inserted
2020-03-17 16:50:18,439 [INFO   ] [TRADER] Order 50 inserted
2020-03-17 16:50:18,439 [INFO   ] [TRADER] Order 51 inserted
2020-03-17 16:50:18,440 [INFO   ] [TRADER] Order 52 inserted
2020-03-17 16:50:18,451 [INFO   ] [TRADER] Order 50 filled (4 / 33)
2020-03-17 16:50:18,451 [INFO   ] [TRADER] Position changed to ETF: -38, FUTURE: 38
2020-03-17 16:50:18,452 [INFO   ] [TRADER] Order 50 filled (5 / 33)
2020-03-17 16:50:18,452 [INFO   ] [TRADER] Position changed to ETF: -39, FUTURE: 39
2020-03-17 16:50:18,463 [INFO   ] [TRADER] Order 50 filled (14 / 33)
2020-03-17 16:50:18,463 [INFO   ] [TRADER] Position changed to ETF: -48, FUTURE: 48
2020-03-17 16:50:18,489 [INFO   ] [TRADER] Order 50 filled (16 / 33)
2020-03-17 16:50:18,489 [INFO   ] [TRADER] Position changed to ETF: -50, FUTURE: 50
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Order 50 filled (18 / 33)
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Position changed to ETF: -52, FUTURE: 52
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Cancelling bid 49
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Cancelling bid 51
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Cancelling bid 50
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Cancelling bid 52
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Order 50 filled (22 / 33)
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Position changed to ETF: -56, FUTURE: 56
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Order 49 cancelled
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Order 51 cancelled
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Order 50 cancelled
2020-03-17 16:50:18,490 [INFO   ] [TRADER] Order 52 cancelled
2020-03-17 16:50:18,502 [INFO   ] [TRADER] Placing quotes (53, 54). Bid: 40 @ $4005, Ask: 23 @ $4007
2020-03-17 16:50:18,502 [INFO   ] [TRADER] Placing quotes (55, 56). Bid: 10 @ $4004, Ask: 5 @ $4008
2020-03-17 16:50:18,502 [INFO   ] [TRADER] Order 53 inserted
2020-03-17 16:50:18,502 [INFO   ] [TRADER] Order 54 inserted
2020-03-17 16:50:18,502 [INFO   ] [TRADER] Order 55 inserted
2020-03-17 16:50:18,502 [INFO   ] [TRADER] Order 56 inserted
2020-03-17 16:50:18,553 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:18,553 [INFO   ] [TRADER] Cancelling bid 53
2020-03-17 16:50:18,553 [INFO   ] [TRADER] Cancelling bid 55
2020-03-17 16:50:18,553 [INFO   ] [TRADER] Cancelling bid 54
2020-03-17 16:50:18,553 [INFO   ] [TRADER] Cancelling bid 56
2020-03-17 16:50:18,553 [INFO   ] [TRADER] Order 53 cancelled
2020-03-17 16:50:18,553 [INFO   ] [TRADER] Order 55 cancelled
2020-03-17 16:50:18,553 [INFO   ] [TRADER] Order 54 cancelled
2020-03-17 16:50:18,553 [INFO   ] [TRADER] Order 56 cancelled
2020-03-17 16:50:18,564 [INFO   ] [TRADER] Placing quotes (57, 58). Bid: 40 @ $4005, Ask: 23 @ $4006
2020-03-17 16:50:18,564 [INFO   ] [TRADER] Placing quotes (59, 60). Bid: 10 @ $4004, Ask: 5 @ $4007
2020-03-17 16:50:18,564 [INFO   ] [TRADER] Order 57 inserted
2020-03-17 16:50:18,564 [INFO   ] [TRADER] Order 58 inserted
2020-03-17 16:50:18,564 [INFO   ] [TRADER] Order 59 inserted
2020-03-17 16:50:18,565 [INFO   ] [TRADER] Order 60 inserted
2020-03-17 16:50:18,627 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:18,627 [INFO   ] [TRADER] Cancelling bid 57
2020-03-17 16:50:18,627 [INFO   ] [TRADER] Cancelling bid 59
2020-03-17 16:50:18,627 [INFO   ] [TRADER] Cancelling bid 58
2020-03-17 16:50:18,627 [INFO   ] [TRADER] Cancelling bid 60
2020-03-17 16:50:18,627 [INFO   ] [TRADER] Order 57 cancelled
2020-03-17 16:50:18,627 [INFO   ] [TRADER] Order 59 cancelled
2020-03-17 16:50:18,627 [INFO   ] [TRADER] Order 58 cancelled
2020-03-17 16:50:18,627 [INFO   ] [TRADER] Order 60 cancelled
2020-03-17 16:50:18,639 [INFO   ] [TRADER] Placing quotes (61, 62). Bid: 40 @ $4005, Ask: 23 @ $4006
2020-03-17 16:50:18,639 [INFO   ] [TRADER] Placing quotes (63, 64). Bid: 10 @ $4004, Ask: 5 @ $4007
2020-03-17 16:50:18,640 [INFO   ] [TRADER] Order 61 inserted
2020-03-17 16:50:18,640 [INFO   ] [TRADER] Order 62 inserted
2020-03-17 16:50:18,640 [INFO   ] [TRADER] Order 63 inserted
2020-03-17 16:50:18,640 [INFO   ] [TRADER] Order 64 inserted
2020-03-17 16:50:18,689 [INFO   ] [TRADER] Order 62 filled (7 / 23)
2020-03-17 16:50:18,689 [INFO   ] [TRADER] Position changed to ETF: -63, FUTURE: 63
2020-03-17 16:50:18,702 [INFO   ] [TRADER] Order 62 filled (9 / 23)
2020-03-17 16:50:18,702 [INFO   ] [TRADER] Position changed to ETF: -65, FUTURE: 65
2020-03-17 16:50:18,702 [INFO   ] [TRADER] Order 62 filled (12 / 23)
2020-03-17 16:50:18,702 [INFO   ] [TRADER] Position changed to ETF: -68, FUTURE: 68
2020-03-17 16:50:18,702 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:18,702 [INFO   ] [TRADER] Cancelling bid 61
2020-03-17 16:50:18,703 [INFO   ] [TRADER] Cancelling bid 63
2020-03-17 16:50:18,703 [INFO   ] [TRADER] Cancelling bid 62
2020-03-17 16:50:18,703 [INFO   ] [TRADER] Cancelling bid 64
2020-03-17 16:50:18,703 [INFO   ] [TRADER] Order 61 cancelled
2020-03-17 16:50:18,703 [INFO   ] [TRADER] Order 63 cancelled
2020-03-17 16:50:18,703 [INFO   ] [TRADER] Order 62 cancelled
2020-03-17 16:50:18,704 [INFO   ] [TRADER] Order 64 cancelled
2020-03-17 16:50:18,714 [INFO   ] [TRADER] Placing quotes (65, 66). Bid: 40 @ $4005, Ask: 15 @ $4006
2020-03-17 16:50:18,714 [INFO   ] [TRADER] Placing quotes (67, 68). Bid: 10 @ $4004, Ask: 3 @ $4007
2020-03-17 16:50:18,714 [INFO   ] [TRADER] Order 65 inserted
2020-03-17 16:50:18,715 [INFO   ] [TRADER] Order 66 inserted
2020-03-17 16:50:18,715 [INFO   ] [TRADER] Order 67 inserted
2020-03-17 16:50:18,715 [INFO   ] [TRADER] Order 68 inserted
2020-03-17 16:50:18,751 [INFO   ] [TRADER] Order 66 filled (1 / 15)
2020-03-17 16:50:18,751 [INFO   ] [TRADER] Position changed to ETF: -69, FUTURE: 69
2020-03-17 16:50:18,752 [INFO   ] [TRADER] Order 66 filled (7 / 15)
2020-03-17 16:50:18,752 [INFO   ] [TRADER] Position changed to ETF: -75, FUTURE: 75
2020-03-17 16:50:18,752 [INFO   ] [TRADER] Order 66 filled (12 / 15)
2020-03-17 16:50:18,752 [INFO   ] [TRADER] Position changed to ETF: -80, FUTURE: 80
2020-03-17 16:50:18,763 [INFO   ] [TRADER] Order 66 filled (13 / 15)
2020-03-17 16:50:18,763 [INFO   ] [TRADER] Position changed to ETF: -81, FUTURE: 81
2020-03-17 16:50:18,777 [INFO   ] [TRADER] Timeout
2020-03-17 16:50:18,777 [INFO   ] [TRADER] Cancelling bid 65
2020-03-17 16:50:18,777 [INFO   ] [TRADER] Cancelling bid 67
2020-03-17 16:50:18,777 [INFO   ] [TRADER] Cancelling bid 66
2020-03-17 16:50:18,777 [INFO   ] [TRADER] Cancelling bid 68
2020-03-17 16:50:18,777 [INFO   ] [TRADER] Order 65 cancelled
2020-03-17 16:50:18,777 [INFO   ] [TRADER] Order 67 cancelled
2020-03-17 16:50:18,777 [INFO   ] [TRADER] Order 66 cancelled
2020-03-17 16:50:18,777 [INFO   ] [TRADER] Order 68 cancelled
2020-03-17 16:50:18,789 [INFO   ] [TRADER] Placing quotes (69, 70). Bid: 40 @ $4005, Ask: 7 @ $4006
2020-03-17 16:50:18,789 [INFO   ] [TRADER] Placing quotes (71, 72). Bid: 10 @ $4004, Ask: 1 @ $4007
2020-03-17 16:50:18,790 [INFO   ] [TRADER] Order 69 inserted
2020-03-17 16:50:18,790 [INFO   ] [TRADER] Order 70 inserted
2020-03-17 16:50:18,790 [INFO   ] [TRADER] Order 71 inserted
2020-03-17 16:50:18,790 [INFO   ] [TRADER] Order 72 inserted
2020-03-17 16:50:18,826 [INFO   ] [TRADER] Order 70 filled (6 / 7)
